mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0	0	0	4/4	2	1	1/4		1/4	1		1	43	G2	2	0
1	1	1	1	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		2	50	D3	3	1
1	1	2	2	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		1	55	G3	3	2
1	1	2	2	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		-2	58	Bb3	3	2
1	1	2	2	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	62	D4	4	2
2	2	4	4	1.0	0	0	4/4	2	1	1/4		1/4	1		1	43	G2	2	6
2	2	5	5	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		2	50	D3	3	7
2	2	6	6	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		1	55	G3	3	8
2	2	6	6	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		-2	58	Bb3	3	8
2	2	6	6	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	62	D4	4	8
2	2	13/2	13/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	3
2	2	7	7	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		4	64	E4	4	4
2	2	15/2	15/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		6	66	F#4	4	5
3	3	8	8	1.0	0	0	4/4	2	1	1/4		1/4	1		1	43	G2	2	17
3	3	8	8	0.5	0	0	4/4	1	1	1/8		1/8	1		1	67	G4	4	9
3	3	17/2	17/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	10
3	3	9	9	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		2	50	D3	3	18
3	3	9	9	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	11
3	3	19/2	19/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	12
