mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
26	25	3/8	V7(6)	Bb	iii		V7(6)	V			7	6			Mm7	0	1	1, 5, -3, -1		1.0	1.0
26	25	5/8	V7	Bb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
27	26	0	i}	Bb	iii		i	i						}	m	0	1	0, -3, 1		0.0	0.0
28	27	0	iv7{	Bb	iii		iv7	iv			7			{	mm7	0	1	-1, -4, 0, -3		-1.0	-1.0
28	27	3/8	V7(6)	Bb	iii		V7(6)	V			7	6			Mm7	0	1	1, 5, -3, -1		1.0	1.0
28	27	5/8	V7	Bb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
29	28	0	i}	Bb	iii		i	i						}	m	0	1	0, -3, 1		0.0	0.0
30	29	0	iv7{	Bb	iii		iv7	iv			7			{	mm7	0	1	-1, -4, 0, -3		-1.0	-1.0
30	29	3/8	V7(6)	Bb	iii		V7(6)	V			7	6			Mm7	0	1	1, 5, -3, -1		1.0	1.0
30	29	5/8	V7	Bb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
31	30	0	i}	Bb	iii		i	i						}	m	0	1	0, -3, 1		0.0	0.0
32	31	0	iv7{	Bb	iii		iv7	iv			7			{	mm7	0	1	-1, -4, 0, -3		-1.0	-1.0
32	31	3/8	V7(6)	Bb	iii		V7(6)	V			7	6			Mm7	0	1	1, 5, -3, -1		1.0	1.0
32	31	5/8	V7	Bb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
33	32	0	i}	Bb	iii		i	i						}	m	0	1	0, -3, 1		0.0	0.0
34	33	0	V.V2(6)/ii{	Bb	V		V2(6)/ii	V			2	6	ii	{	Mm7	0	0	1, 3, 7, -1		3.0	1.0
34	33	1/4	V2/ii	Bb	V		V2/ii	V			2		ii		Mm7	0	0	1, 3, 7, 4		3.0	1.0
34	33	3/8	ii6(2)	Bb	V		ii6(2)	ii			6	2			m	0	0	-1, 3, 4		2.0	-1.0
34	33	5/8	ii6	Bb	V		ii6	ii			6				m	0	0	-1, 3, 2		2.0	-1.0
35	34	0	V43	Bb	V		V43	V			43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
35	34	3/8	I(9)}	Bb	V		I(9)	I				9		}	M	0	0	0, 4, 1	2	0.0	0.0
35	34	5/8	I	Bb	V		I	I							M	0	0	0, 4, 1		0.0	0.0
36	35	0	iii.V2(6)/bII{	Bb	iii		V2(6)/bII	V			2	6	bII	{	Mm7	0	1	-6, -4, 0, -1		-4.0	-6.0
36	35	1/4	V2/bII	Bb	iii		V2/bII	V			2		bII		Mm7	0	1	-6, -4, 0, -3		-4.0	-6.0
36	35	3/8	ii%65(2)	Bb	iii		ii%65(2)	ii		%	65	2			%7	0	1	1, 8, 0, -3		2.0	1.0
36	35	5/8	ii%65	Bb	iii		ii%65	ii		%	65				%7	0	1	1, 8, 0, 2		2.0	1.0
37	36	0	V43	Bb	iii		V43	V			43				Mm7	0	1	2, -1, 1, 5		1.0	2.0
37	36	3/8	VI(6)}	Bb	iii		VI(6)	VI				6		}	M	0	1	-4, 0, -1		-4.0	-4.0
37	36	5/8	VI	Bb	iii		VI	VI							M	0	1	-4, 0, -3		-4.0	-4.0
38	37	0	ii%43{	Bb	iii		ii%43	ii		%	43			{	%7	0	1	8, 0, 2, 1		2.0	8.0
38	37	1/4	ii%7	Bb	iii		ii%7	ii		%	7				%7	0	1	2, 1, 8, 0		2.0	2.0
38	37	3/8	V7	Bb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
39	38	0	ii%43	Bb	iii		ii%43	ii		%	43				%7	0	1	8, 0, 2, 1		2.0	8.0
39	38	1/4	ii%7	Bb	iii		ii%7	ii		%	7				%7	0	1	2, 1, 8, 0		2.0	2.0
39	38	3/8	V7	Bb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
40	39	0	ii%65	Bb	iii		ii%65	ii		%	65				%7	0	1	1, 8, 0, 2		2.0	1.0
40	39	3/8	ii%7(4)	Bb	iii		ii%7(4)	ii		%	7	4			%7	0	1	2, 1, 8, 0		2.0	2.0
40	39	5/8	ii%7	Bb	iii		ii%7	ii		%	7				%7	0	1	2, 1, 8, 0		2.0	2.0
41	40	3/8	V7(2)}	Bb	iii		V7(2)	V			7	2		}	Mm7	0	1	-4, 5, 2, -1		1.0	-4.0
41	40	5/8	V7	Bb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
42	41	0	iv7{	Bb	iii		iv7	iv			7			{	mm7	0	1	-1, -4, 0, -3		-1.0	-1.0
42	41	3/8	V7(6)	Bb	iii		V7(6)	V			7	6			Mm7	0	1	1, 5, -3, -1		1.0	1.0
42	41	5/8	V7	Bb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
43	42	0	i}	Bb	iii		i	i						}	m	0	1	0, -3, 1		0.0	0.0
44	43	0	iv7{	Bb	iii		iv7	iv			7			{	mm7	0	1	-1, -4, 0, -3		-1.0	-1.0
44	43	3/8	V7(6)	Bb	iii		V7(6)	V			7	6			Mm7	0	1	1, 5, -3, -1		1.0	1.0
44	43	5/8	V7	Bb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
45	44	0	i}	Bb	iii		i	i						}	m	0	1	0, -3, 1		0.0	0.0
46	45	0	iv7{	Bb	iii		iv7	iv			7			{	mm7	0	1	-1, -4, 0, -3		-1.0	-1.0
46	45	3/8	V7(6)	Bb	iii		V7(6)	V			7	6			Mm7	0	1	1, 5, -3, -1		1.0	1.0
46	45	5/8	V7	Bb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
47	46	0	i}	Bb	iii		i	i						}	m	0	1	0, -3, 1		0.0	0.0
48	47	0	iv7{	Bb	iii		iv7	iv			7			{	mm7	0	1	-1, -4, 0, -3		-1.0	-1.0
48	47	3/8	V7(6)	Bb	iii		V7(6)	V			7	6			Mm7	0	1	1, 5, -3, -1		1.0	1.0
48	47	5/8	V7	Bb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
49	48	0	i}	Bb	iii		i	i						}	m	0	1	0, -3, 1		0.0	0.0
50	49	0	V.V2(6)/ii{	Bb	V		V2(6)/ii	V			2	6	ii	{	Mm7	0	0	1, 3, 7, -1		3.0	1.0
50	49	1/4	V2/ii	Bb	V		V2/ii	V			2		ii		Mm7	0	0	1, 3, 7, 4		3.0	1.0
50	49	3/8	ii6(2)	Bb	V		ii6(2)	ii			6	2			m	0	0	-1, 3, 4		2.0	-1.0
50	49	5/8	ii6	Bb	V		ii6	ii			6				m	0	0	-1, 3, 2		2.0	-1.0
51	50	0	V43	Bb	V		V43	V			43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
51	50	3/8	I(9)}	Bb	V		I(9)	I				9		}	M	0	0	0, 4, 1	2	0.0	0.0
51	50	5/8	I	Bb	V		I	I							M	0	0	0, 4, 1		0.0	0.0
52	51	0	IV.V2(6){	Bb	IV		V2(6)	V			2	6		{	Mm7	0	0	-1, 1, 5, 4		1.0	-1.0
52	51	1/4	V2	Bb	IV		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
52	51	3/8	I6(2)	Bb	IV		I6(2)	I			6	2			M	0	0	4, 1, 2		0.0	4.0
52	51	5/8	I6	Bb	IV		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
53	52	0	V43	Bb	IV		V43	V			43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
53	52	1/4	ii.#viio43	Bb	ii		#viio43	#vii		o	43				o7	0	1	-1, -4, 5, 2		5.0	-1.0
53	52	3/8	i(4)}	Bb	ii		i(4)	i				4		}	m	0	1	0, -1, 1		0.0	0.0
53	52	5/8	i	Bb	ii		i	i							m	0	1	0, -3, 1		0.0	0.0
54	53	0	I.V65{	Bb	I		V65	V			65			{	Mm7	0	0	5, 2, -1, 1		1.0	5.0
54	53	3/8	V43	Bb	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
55	54	0	viio2	Bb	I		viio2	vii		o	2				o7	0	0	-4, 5, 2, -1		5.0	-4.0
55	54	1/2	V7(#4)	Bb	I		V7(#4)	V			7	#4			Mm7	0	0	1, 5, 7, -1		1.0	1.0
55	54	5/8	V7	Bb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
56	55	0	V65	Bb	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
56	55	3/8	V43	Bb	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
57	56	0	viio2	Bb	I		viio2	vii		o	2				o7	0	0	-4, 5, 2, -1		5.0	-4.0
57	56	1/2	V7(#4)	Bb	I		V7(#4)	V			7	#4			Mm7	0	0	1, 5, 7, -1		1.0	1.0
57	56	5/8	V7	Bb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
58	57	0	ii2	Bb	I		ii2	ii			2				mm7	0	0	0, 2, -1, 3		2.0	0.0
58	57	3/8	V7(b9)	Bb	I		V7(b9)	V			7	b9			Mm7	0	0	1, 5, 2, -1	-4	1.0	1.0
58	57	5/8	V7	Bb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
59	58	0	ii2	Bb	I		ii2	ii			2				mm7	0	0	0, 2, -1, 3		2.0	0.0
59	58	3/8	V7(b9)}	Bb	I		V7(b9)	V			7	b9		}	Mm7	0	0	1, 5, 2, -1	-4	1.0	1.0
59	58	5/8	V7	Bb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
60	59	0	I{	Bb	I		I	I						{	M	0	0	0, 4, 1		0.0	0.0
61	60	0	V65(6)	Bb	I		V65(6)	V			65	6			Mm7	0	0	5, 4, -1, 1		1.0	5.0
61	60	3/8	V65	Bb	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
62	61	0	#viio2/ii	Bb	I		#viio2/ii	#vii		o	2		ii		o7	0	0	-2, 7, 4, 1		7.0	-2.0
63	62	0	ii64(4)	Bb	I		ii64(4)	ii			64	4			m	0	0	3, 2, 1		2.0	3.0
63	62	3/8	ii64	Bb	I		ii64	ii			64				m	0	0	3, 2, -1		2.0	3.0
64	63	0	iii.V2	Bb	iii		V2	V			2				Mm7	0	1	-1, 1, 5, 2		1.0	-1.0
64	63	3/8	V2(9)	Bb	iii		V2(9)	V			2	9			Mm7	0	1	-1, 1, 5, 2	-4	1.0	-1.0
64	63	5/8	V2	Bb	iii		V2	V			2				Mm7	0	1	-1, 1, 5, 2		1.0	-1.0
65	64	0	i6	Bb	iii		i6	i			6				m	0	1	-3, 1, 0		0.0	-3.0
65	64	3/8	i6(13)	Bb	iii		i6(13)	i			6	13			m	0	1	-3, 1, 0	-4	0.0	-3.0
65	64	5/8	i6	Bb	iii		i6	i			6				m	0	1	-3, 1, 0		0.0	-3.0
66	65	0	V43	Bb	iii		V43	V			43				Mm7	0	1	2, -1, 1, 5		1.0	2.0
66	65	3/8	V43(9)	Bb	iii		V43(9)	V			43	9			Mm7	0	1	2, -1, 1, 5	-4	1.0	2.0
66	65	5/8	V43	Bb	iii		V43	V			43				Mm7	0	1	2, -1, 1, 5		1.0	2.0
67	66	0	i}	Bb	iii		i	i						}	m	0	1	0, -3, 1		0.0	0.0
67	66	5/8	I.V{	Bb	I		V	V						{	M	0	0	1, 5, 2		1.0	1.0
68	67	0	V43(9)	Bb	I		V43(9)	V			43	9			Mm7	0	0	2, -1, 1, 5	3	1.0	2.0
68	67	3/8	V43	Bb	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
69	68	0	I(6)	Bb	I		I(6)	I				6			M	0	0	0, 4, 3		0.0	0.0
69	68	3/8	I	Bb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
70	69	0	ii.V43(9)	Bb	ii		V43(9)	V			43	9			Mm7	0	1	2, -1, 1, 5	-4	1.0	2.0
70	69	3/8	V43	Bb	ii		V43	V			43				Mm7	0	1	2, -1, 1, 5		1.0	2.0
71	70	0	i(6)	Bb	ii		i(6)	i				6			m	0	1	0, -3, -4		0.0	0.0
71	70	3/8	i	Bb	ii		i	i							m	0	1	0, -3, 1		0.0	0.0
72	71	0	I.viio65/V	Bb	I		viio65/V	vii		o	65		V		o7	0	0	3, 0, -3, 6		6.0	3.0
72	71	3/8	viio65(6)/V	Bb	I		viio65(6)/V	vii		o	65	6	V		o7	0	0	3, 2, -3, 6		6.0	3.0
72	71	5/8	viio65/V	Bb	I		viio65/V	vii		o	65		V		o7	0	0	3, 0, -3, 6		6.0	3.0
73	72	0	V(64)	Bb	I		V(64)	V				64			M	0	0	1, 0, 4		1.0	1.0
73	72	3/8	V(116)	Bb	I		V(116)	V				116			M	0	0	1, 5, 4	0	1.0	1.0
74	73	0	viio43(#7)	Bb	I		viio43(#7)	vii		o	43	#7			o7	0	0	-1, -4, 5, 2	3	5.0	-1.0
74	73	1/4	viio43	Bb	I		viio43	vii		o	43				o7	0	0	-1, -4, 5, 2		5.0	-1.0
74	73	3/8	V7(6)	Bb	I		V7(6)	V			7	6			Mm7	0	0	1, 5, 4, -1		1.0	1.0
74	73	5/8	V7	Bb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
75	74	0	I[viio43	Bb	I	I	viio43	vii		o	43				o7	0	0	-1, -4, 5, 2		5.0	-1.0
75	74	3/8	I(4)}	Bb	I	I	I(4)	I				4		}	M	0	0	0, -1, 1		0.0	0.0
75	74	1/2	I(#2)	Bb	I	I	I(#2)	I				#2			M	0	0	0, 9, 1		0.0	0.0
75	74	5/8	I]	Bb	I	I	I	I							M	0	0	0, 4, 1		0.0	0.0
76	75	0	vi.#viio7(#2){	Bb	vi		#viio7(#2)	#vii		o	7	#2		{	o7	0	1	5, 7, -1, -4		5.0	5.0
76	75	1/4	#viio7	Bb	vi		#viio7	#vii		o	7				o7	0	1	5, 2, -1, -4		5.0	5.0
76	75	3/8	V65	Bb	vi		V65	V			65				Mm7	0	1	5, 2, -1, 1		1.0	5.0
77	76	0	i(11)	Bb	vi		i(11)	i				11			m	0	1	0, -3, 1	-1	0.0	0.0
77	76	3/8	VI6}	Bb	vi		VI6	VI			6			}	M	0	1	0, -3, -4		-4.0	0.0
78	77	0	I.Ger6{	Bb	I		Ger6	vii	Ger	o	65	b3	V	{	M	0	0	-4, 0, -3, 6		6.0	-4.0
78	77	3/8	V(64)	Bb	I		V(64)	V				64			M	0	0	1, 0, 4		1.0	1.0
79	78	0	viio43	Bb	I		viio43	vii		o	43				o7	0	0	-1, -4, 5, 2		5.0	-1.0
79	78	3/8	I}	Bb	I		I	I						}	M	0	0	0, 4, 1		0.0	0.0
80	79	0	vi.#viio7(#2){	Bb	vi		#viio7(#2)	#vii		o	7	#2		{	o7	0	1	5, 7, -1, -4		5.0	5.0
80	79	1/4	#viio7	Bb	vi		#viio7	#vii		o	7				o7	0	1	5, 2, -1, -4		5.0	5.0
80	79	3/8	V65	Bb	vi		V65	V			65				Mm7	0	1	5, 2, -1, 1		1.0	5.0
81	80	0	i(11)	Bb	vi		i(11)	i				11			m	0	1	0, -3, 1	-1	0.0	0.0
81	80	3/8	VI6}	Bb	vi		VI6	VI			6			}	M	0	1	0, -3, -4		-4.0	0.0
82	81	0	I.Ger6{	Bb	I		Ger6	vii	Ger	o	65	b3	V	{	M	0	0	-4, 0, -3, 6		6.0	-4.0
82	81	3/8	V(64)	Bb	I		V(64)	V				64			M	0	0	1, 0, 4		1.0	1.0
83	82	0	viio43	Bb	I		viio43	vii		o	43				o7	0	0	-1, -4, 5, 2		5.0	-1.0
83	82	3/8	I}	Bb	I		I	I						}	M	0	0	0, 4, 1		0.0	0.0
84	83	0	viio43{	Bb	I		viio43	vii		o	43			{	o7	0	0	-1, -4, 5, 2		5.0	-1.0
84	83	3/8	I	Bb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
85	84	0	viio43	Bb	I		viio43	vii		o	43				o7	0	0	-1, -4, 5, 2		5.0	-1.0
85	84	3/8	I	Bb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
86	85	0	viio43	Bb	I		viio43	vii		o	43				o7	0	0	-1, -4, 5, 2		5.0	-1.0
87	86	3/8	I}	Bb	I		I	I						}	M	0	0	0, 4, 1		0.0	0.0
