mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	4/4	2	1	Eb.I{	Eb	I		I		I						{	M	0	0	0, 4, 1		0	0
1	1	3	3	1.0	3/4	3/4	4/4	2	1	I64(+6)	Eb	I		I64(+6)		I		64	+6				M	0	0	1, 0, 4	3	0	1
2	2	4	4	3.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
2	2	7	7	1.0	3/4	3/4	4/4	2	1	I64(+6)	Eb	I		I64(+6)		I		64	+6				M	0	0	1, 0, 4	3	0	1
3	3	8	8	3.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
3	3	11	11	1.0	3/4	3/4	4/4	2	1	I64	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
4	4	12	12	3.0	0	0	4/4	2	1	I[V]	Eb	I	I	V		V							M	0	0	1, 5, 2		1	1
4	4	15	15	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
4	4	31/2	31/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	16	16	3.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
5	5	19	19	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
5	5	39/2	39/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	20	20	3.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
6	6	23	23	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
6	6	47/2	47/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	24	24	3.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
7	7	27	27	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
7	7	55/2	55/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	28	28	3.0	0	0	4/4	2	1	I|PAC}{	Eb	I		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
8	8	31	31	1.0	3/4	3/4	4/4	2	1	I64(+6)	Eb	I		I64(+6)		I		64	+6				M	0	0	1, 0, 4	3	0	1
9	9	32	32	3.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
9	9	35	35	1.0	3/4	3/4	4/4	2	1	I64(+6)	Eb	I		I64(+6)		I		64	+6				M	0	0	1, 0, 4	3	0	1
10	10	36	36	3.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
10	10	39	39	1.0	3/4	3/4	4/4	2	1	I64	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
11	11	40	40	3.0	0	0	4/4	2	1	I[V]	Eb	I	I	V		V							M	0	0	1, 5, 2		1	1
11	11	43	43	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
11	11	87/2	87/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	44	44	3.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
12	12	47	47	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
12	12	95/2	95/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	48	48	3.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
13	13	51	51	1.0	3/4	3/4	4/4	2	1	vi.Fr6	Eb	vi		Fr6	Fr	V		43	b5	V			Fr	0	1	-4, 0, 2, 6		2	-4
14	14	52	52	2.0	0	0	4/4	2	1	V(4)}	Eb	vi		V(4)		V			4			}	M	0	1	1, 0, 2		1	1
14	14	54	54	1.0	1/2	1/2	4/4	2	1	V|HC	Eb	vi		V		V					HC		M	0	1	1, 5, 2		1	1
14	14	55	55	1.0	3/4	3/4	4/4	2	1	V43{	Eb	vi		V43		V		43				{	Mm7	0	1	2, -1, 1, 5		1	2
15	15	56	56	2.0	0	0	4/4	2	1	i[i	Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
15	15	58	58	2.0	1/2	1/2	4/4	2	1	V7	Eb	vi	i	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
16	16	60	60	1.0	0	0	4/4	2	1	i	Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
16	16	61	61	3.0	1/4	1/4	4/4	2	1	V7	Eb	vi	i	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
17	17	64	64	2.0	0	0	4/4	2	1	i	Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
17	17	66	66	1.5	1/2	1/2	4/4	2	1	V7(#9)	Eb	vi	i	V7(#9)		V		7	#9				Mm7	0	1	1, 5, 2, -1	3	1	1
17	17	135/2	135/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	vi	i	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
18	18	68	68	6.0	0	0	4/4	2	1	i}	Eb	vi	i	i		i						}	m	0	1	0, -3, 1		0	0
18	18	71	71	0.0	3/4	3/4	4/4	2	1	{	Eb	vi	i									{		0	1				
19	19	74	74	2.0	1/2	1/2	4/4	2	1	V	Eb	vi	i	V		V							M	0	1	1, 5, 2		1	1
20	20	76	76	2.0	0	0	4/4	2	1	i	Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
20	20	78	78	2.0	1/2	1/2	4/4	2	1	V	Eb	vi	i	V		V							M	0	1	1, 5, 2		1	1
21	21	80	80	3.0	0	0	4/4	2	1	i	Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
21	21	83	83	1.0	3/4	3/4	4/4	2	1	V	Eb	vi	i	V		V							M	0	1	1, 5, 2		1	1
22	22	84	84	1.0	0	0	4/4	2	1	i]}	Eb	vi	i	i		i						}	m	0	1	0, -3, 1		0	0
22	22	169/2	169/2	0.0	1/8	1/8	4/4	2	1	{	Eb	vi										{		0	1				
22	22	85	85	2.0	1/4	1/4	4/4	2	1	iv	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
22	22	87	87	1.0	3/4	3/4	4/4	2	1	I.V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
23	23	88	88	0.5	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
23	23	177/2	177/2	0.5	1/8	1/8	4/4	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
23	23	89	89	2.0	1/4	1/4	4/4	2	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
23	23	91	91	1.0	3/4	3/4	4/4	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
24	24	92	92	1.0	0	0	4/4	2	1	I|IAC}	Eb	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
24	24	93	93	1.0	1/4	1/4	4/4	2	1	vi.i{	Eb	vi		i		i						{	m	0	1	0, -3, 1		0	0
24	24	94	94	1.0	1/2	1/2	4/4	2	1	V6	Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
24	24	95	95	1.0	3/4	3/4	4/4	2	1	Fr6	Eb	vi		Fr6	Fr	V		43	b5	V			Fr	0	1	-4, 0, 2, 6		2	-4
25	25	96	96	1.0	0	0	4/4	2	1	V	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
25	25	97	97	1.0	1/4	1/4	4/4	2	1	#viio43	Eb	vi		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
25	25	98	98	1.0	1/2	1/2	4/4	2	1	i6	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
25	25	99	99	1.0	3/4	3/4	4/4	2	1	V43	Eb	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
26	26	100	100	1.0	0	0	4/4	2	1	i}	Eb	vi		i		i						}	m	0	1	0, -3, 1		0	0
26	26	201/2	201/2	0.0	1/8	1/8	4/4	2	1	{	Eb	vi										{		0	1				
26	26	101	101	2.0	1/4	1/4	4/4	2	1	iv	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
26	26	103	103	1.0	3/4	3/4	4/4	2	1	I.V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
27	27	104	104	0.5	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
27	27	209/2	209/2	0.5	1/8	1/8	4/4	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
27	27	105	105	2.0	1/4	1/4	4/4	2	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
27	27	107	107	1.0	3/4	3/4	4/4	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
28	28	108	108	2.0	0	0	4/4	2	1	I|IAC}	Eb	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
28	28	109	109	0.0	1/4	1/4	4/4	2	1	{	Eb	I										{		0	0				
28	28	110	110	1.0	1/2	1/2	4/4	2	1	V43(4)	Eb	I		V43(4)		V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
28	28	111	111	1.0	3/4	3/4	4/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
29	29	112	112	1.0	0	0	4/4	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
29	29	113	113	1.0	1/4	1/4	4/4	2	1	vi.V	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
29	29	114	114	1.0	1/2	1/2	4/4	2	1	V43(4)/V	Eb	vi		V43(4)/V		V		43	4	V			Mm7	0	1	3, 0, 2, 1		2	3
29	29	115	115	1.0	3/4	3/4	4/4	2	1	V6	Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
30	30	116	116	0.5	0	0	4/4	2	1	i}	Eb	vi		i		i						}	m	0	1	0, -3, 1		0	0
30	30	233/2	233/2	0.5	1/8	1/8	4/4	2	1	V.ii2{	Eb	V		ii2		ii		2				{	mm7	0	0	0, 2, -1, 3		2	0
30	30	117	117	2.0	1/4	1/4	4/4	2	1	V6	Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
30	30	119	119	1.0	3/4	3/4	4/4	2	1	V+6	Eb	V		V+6		V	+	6					+	0	0	5, 9, 1		1	5
31	31	120	120	0.5	0	0	4/4	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
31	31	241/2	241/2	0.5	1/8	1/8	4/4	2	1	ii2	Eb	V		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
