mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	3/4	2	1	A.V2{		A	I		V2		V		2				{	Mm7	0	0	-1, 1, 5, 2		1	-1
1	1	2	2	1.0	1/2	1/2	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
2	2	3	3	0.5	0	0	3/4	2	1	V64		A	I		V64		V		64					M	0	0	2, 1, 5		1	2
2	2	7/2	7/2	0.5	1/8	1/8	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
2	2	4	4	1.0	1/4	1/4	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
2	2	5	5	2.0	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
3	3	7	7	1.0	1/4	1/4	3/4	2	1	V6/ii		A	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
3	3	8	8	2.0	1/2	1/2	3/4	2	1	ii		A	I		ii		ii							m	0	0	2, -1, 3		2	2
4	4	10	10	0.5	1/4	1/4	3/4	2	1	V7(9)/V		A	I		V7(9)/V		V		7	9	V			Mm7	0	0	2, 6, 3, 0	4	2	2
4	4	21/2	21/2	0.5	3/8	3/8	3/4	2	1	V7(#7)/V		A	I		V7(#7)/V		V		7	#7	V			Mm7	0	0	2, 6, 3, 7		2	2
4	4	11	11	0.5	1/2	1/2	3/4	2	1	V7(#4)}		A	I		V7(#4)		V		7	#4			}	Mm7	0	0	1, 5, 7, -1		1	1
4	4	23/2	23/2	0.5	5/8	5/8	3/4	2	1	V7|HC		A	I		V7		V		7			HC		Mm7	0	0	1, 5, 2, -1		1	1
5	5	12	12	2.0	0	0	3/4	2	1	V2{		A	I		V2		V		2				{	Mm7	0	0	-1, 1, 5, 2		1	-1
5	5	14	14	1.0	1/2	1/2	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	6	15	15	0.5	0	0	3/4	2	1	V64		A	I		V64		V		64					M	0	0	2, 1, 5		1	2
6	6	31/2	31/2	0.5	1/8	1/8	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
6	6	16	16	1.0	1/4	1/4	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
6	6	17	17	2.0	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
7	7	19	19	1.0	1/4	1/4	3/4	2	1	V.V(64)		A	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
7	7	20	20	1.0	1/2	1/2	3/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	21	21	1.0	0	0	3/4	2	1	V(964)		A	V		V(964)		V			964				M	0	0	1, 0, 4	3	1	1
8	8	22	22	1.0	1/4	1/4	3/4	2	1	V(64)		A	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	8	23	23	1.0	1/2	1/2	3/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	24	24	3.0	0	0	3/4	2	1	V(964)		A	V		V(964)		V			964				M	0	0	1, 0, 4	3	1	1
10	10	27	27	1.0	0	0	3/4	2	1	vii%65	V43(2)	A	V		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
10	10	28	28	0.5	1/4	1/4	3/4	2	1	V(9)		A	V		V(9)		V			9				M	0	0	1, 5, 2	3	1	1
10	10	57/2	57/2	0.5	3/8	3/8	3/4	2	1	V		A	V		V		V							M	0	0	1, 5, 2		1	1
10	10	29	29	0.5	1/2	1/2	3/4	2	1	I[I(4)}		A	V	I	I(4)		I			4			}	M	0	0	0, -1, 1		0	0
10	10	59/2	59/2	0.5	5/8	5/8	3/4	2	1	I|PAC		A	V	I	I		I					PAC		M	0	0	0, 4, 1		0	0
11	11	30	30	1.0	0	0	3/4	2	1	V7/IV{		A	V	I	V7/IV		V		7		IV		{	Mm7	0	0	0, 4, 1, -2		0	0
11	11	31	31	0.5	1/4	1/4	3/4	2	1	viio43		A	V	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
11	11	63/2	63/2	0.5	3/8	3/8	3/4	2	1	viio2		A	V	I	viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
