mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	2/4	2	1	D.I{		D	I		I		I						{	M	0	0	0, 4, 1		0	0
1	1	1	1	1.0	1/4	1/4	2/4	2	1	ii%2		D	I		ii%2		ii	%	2					%7	0	0	0, 2, -1, -4		2	0
2	2	2	2	1.0	0	0	2/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
2	2	3	3	1.0	1/4	1/4	2/4	2	1	ii%2		D	I		ii%2		ii	%	2					%7	0	0	0, 2, -1, -4		2	0
3	3	4	4	2.0	0	0	2/4	2	1	V2/iv		D	I		V2/iv		V		2		iv			Mm7	0	0	-2, 0, 4, 1		0	-2
4	4	6	6	0.5	0	0	2/4	2	1	ii%43		D	I		ii%43		ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
4	4	13/2	13/2	0.5	1/8	1/8	2/4	2	1	iv	ii%65	D	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
4	4	7	7	0.5	1/4	1/4	2/4	2	1	V64		D	I		V64		V		64					M	0	0	2, 1, 5		1	2
4	4	15/2	15/2	0.5	3/8	3/8	2/4	2	1	V|HC}		D	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
5	5	8	8	1.0	0	0	2/4	2	1	I{		D	I		I		I						{	M	0	0	0, 4, 1		0	0
5	5	9	9	1.0	1/4	1/4	2/4	2	1	ii%2		D	I		ii%2		ii	%	2					%7	0	0	0, 2, -1, -4		2	0
6	6	10	10	1.0	0	0	2/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
6	6	11	11	1.0	1/4	1/4	2/4	2	1	ii%2		D	I		ii%2		ii	%	2					%7	0	0	0, 2, -1, -4		2	0
7	7	12	12	2.0	0	0	2/4	2	1	V2/iv		D	I		V2/iv		V		2		iv			Mm7	0	0	-2, 0, 4, 1		0	-2
8	8	14	14	1.0	0	0	2/4	2	1	ii%43		D	I		ii%43		ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
8	8	15	15	1.0	1/4	1/4	2/4	2	1	iv}	ii%65}	D	I		iv		iv						}	m	0	0	-1, -4, 0		-1	-1
9	9	16	16	1.0	0	0	2/4	2	1	bV.V65{		D	bV		V65		V		65				{	Mm7	0	0	5, 2, -1, 1		1	5
9	9	17	17	1.0	1/4	1/4	2/4	2	1	I		D	bV		I		I							M	0	0	0, 4, 1		0	0
10	10	18	18	1.0	0	0	2/4	2	1	bVI.V65		D	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	10	19	19	1.0	1/4	1/4	2/4	2	1	I		D	bVI		I		I							M	0	0	0, 4, 1		0	0
11	11	20	20	1.0	0	0	2/4	2	1	bvii.V65		D	bvii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
11	11	21	21	1.0	1/4	1/4	2/4	2	1	i		D	bvii		i		i							m	0	1	0, -3, 1		0	0
12	12	22	22	1.0	0	0	2/4	2	1	V43		D	bvii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
12	12	23	23	1.0	1/4	1/4	2/4	2	1	i|IAC}		D	bvii		i		i					IAC	}	m	0	1	0, -3, 1		0	0
13	13	24	24	1.0	0	0	2/4	2	1	bVII.V65{		D	bVII		V65		V		65				{	Mm7	0	0	5, 2, -1, 1		1	5
13	13	25	25	1.0	1/4	1/4	2/4	2	1	I		D	bVII		I		I							M	0	0	0, 4, 1		0	0
14	14	26	26	1.0	0	0	2/4	2	1	i.V65		D	i		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
14	14	27	27	1.0	1/4	1/4	2/4	2	1	i		D	i		i		i							m	0	1	0, -3, 1		0	0
15	15	28	28	1.0	0	0	2/4	2	1	V65		D	i		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
15	15	29	29	1.0	1/4	1/4	2/4	2	1	i		D	i		i		i							m	0	1	0, -3, 1		0	0
16	16	30	30	1.0	0	0	2/4	2	1	V43		D	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
16	16	31	31	1.0	1/4	1/4	2/4	2	1	i		D	i		i		i							m	0	1	0, -3, 1		0	0
17	17	32	32	1.0	0	0	2/4	2	1	V65		D	i		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
17	17	33	33	1.0	1/4	1/4	2/4	2	1	i		D	i		i		i							m	0	1	0, -3, 1		0	0
18	18	34	34	1.0	0	0	2/4	2	1	ii.V65		D	ii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
18	18	35	35	1.0	1/4	1/4	2/4	2	1	i		D	ii		i		i							m	0	1	0, -3, 1		0	0
19	19	36	36	1.0	0	0	2/4	2	1	V65		D	ii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
19	19	37	37	1.0	1/4	1/4	2/4	2	1	i		D	ii		i		i							m	0	1	0, -3, 1		0	0
20	20	38	38	1.0	0	0	2/4	2	1	iii.V65		D	iii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
20	20	39	39	1.0	1/4	1/4	2/4	2	1	i		D	iii		i		i							m	0	1	0, -3, 1		0	0
21	21	40	40	1.0	0	0	2/4	2	1	IV.V65		D	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
21	21	41	41	1.0	1/4	1/4	2/4	2	1	I		D	IV		I		I							M	0	0	0, 4, 1		0	0
22	22	42	42	1.0	0	0	2/4	2	1	V65		D	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
22	22	43	43	1.0	1/4	1/4	2/4	2	1	I		D	IV		I		I							M	0	0	0, 4, 1		0	0
23	23	44	44	5.0	0	0	2/4	2	1	I.ii%65		D	I		ii%65		ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1
25	25	49	49	1.0	1/4	1/4	2/4	2	1	Fr65		D	I		Fr65	Fr	V		65	b5	V			Fr	0	0	6, -4, 0, 2		2	6
