mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0.0	9/8	2	1	G.V{	G	I		V		V						{	M	0	0	1, 5, 2		1	1
1	1	3/8	0.375	9/8	2	1	vi7	G	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
1	1	3/4	0.75	9/8	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
2	2	0	0.0	9/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
2	2	3/8	0.375	9/8	2	1	vii%65	G	I		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
2	2	5/8	0.625	9/8	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	2	3/4	0.75	9/8	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	3	0	0.0	9/8	2	1	viio7/V	G	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
3	3	3/8	0.375	9/8	2	1	V(4)	G	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
3	3	1/2	0.5	9/8	2	1	V	G	I		V		V							M	0	0	1, 5, 2		1	1
3	3	1	1.0	9/8	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	0	0.0	9/8	2	1	#viio7/vi	G	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
4	4	1/4	0.25	9/8	2	1	vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
4	4	3/8	0.375	9/8	2	1	V/V	G	I		V/V		V				V			M	0	0	2, 6, 3		2	2
4	4	5/8	0.625	9/8	2	1	V65/V	G	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
4	4	3/4	0.75	9/8	2	1	V(94)}	G	I		V(94)		V			94			}	M	0	0	1, 0, 2	3	1	1
4	4	1	1.0	9/8	2	1	V	G	I		V		V							M	0	0	1, 5, 2		1	1
5	5	0	0.0	9/8	2	1	{	G	I										{		0	0				
5	5	3/8	0.375	9/8	2	1	vi7	G	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
5	5	3/4	0.75	9/8	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
6	6	0	0.0	9/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
6	6	3/8	0.375	9/8	2	1	vii%65	G	I		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
6	6	5/8	0.625	9/8	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	6	3/4	0.75	9/8	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	7	0	0.0	9/8	2	1	#viio65/iii	G	I		#viio65/iii		#vii	o	65		iii			o7	0	0	6, 3, 0, 9		9	6
7	7	3/8	0.375	9/8	2	1	iii6	G	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
7	7	3/4	0.75	9/8	2	1	vii%65/V	G	I		vii%65/V		vii	%	65		V			%7	0	0	3, 0, 4, 6		6	3
8	8	0	0.0	9/8	2	1	V6}	G	I		V6		V		6				}	M	0	0	5, 2, 1		1	5
10	10	0	0.0	9/8	2	1	bIII64{	G	I		bIII64		bIII		64				{	M	0	0	-2, -3, 1		-3	-2
14	14	0	0.0	9/8	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
14	14	3/8	0.375	9/8	2	1	vi7	G	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
14	14	3/4	0.75	9/8	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
15	15	0	0.0	9/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
15	15	3/8	0.375	9/8	2	1	vii%65	G	I		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
15	15	5/8	0.625	9/8	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
15	15	3/4	0.75	9/8	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
16	16	0	0.0	9/8	2	1	viio7/V	G	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
16	16	3/8	0.375	9/8	2	1	V(4)	G	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
16	16	1/2	0.5	9/8	2	1	V	G	I		V		V							M	0	0	1, 5, 2		1	1
16	16	3/4	0.75	9/8	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	17	3/8	0.375	9/8	2	1	V65/vi	G	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
17	17	3/4	0.75	9/8	2	1	vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
18	18	3/8	0.375	9/8	2	1	V65/V	G	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
18	18	3/4	0.75	9/8	2	1	V	G	I		V		V							M	0	0	1, 5, 2		1	1
19	19	3/8	0.375	9/8	2	1	I[viio2	G	I	I	viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
19	19	3/4	0.75	9/8	2	1	I]}	G	I	I	I		I						}	M	0	0	0, 4, 1		0	0
20	20	0	0.0	2/4	2	1	iii.ii%65{	G	iii		ii%65		ii	%	65				{	%7	0	1	-1, -4, 0, 2		2	-1
20	20	1/4	0.25	2/4	2	1	V	G	iii		V		V							M	0	1	1, 5, 2		1	1
21	21	0	0.0	2/4	2	1	i	G	iii		i		i							m	0	1	0, -3, 1		0	0
21	21	1/8	0.125	2/4	2	1	V65	G	iii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
21	21	1/4	0.25	2/4	2	1	i}	G	iii		i		i						}	m	0	1	0, -3, 1		0	0
22	22	0	0.0	2/4	2	1	ii%65{	G	iii		ii%65		ii	%	65				{	%7	0	1	-1, -4, 0, 2		2	-1
22	22	1/4	0.25	2/4	2	1	V	G	iii		V		V							M	0	1	1, 5, 2		1	1
23	23	0	0.0	2/4	2	1	vi.ii%43	G	vi		ii%43		ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
23	23	1/4	0.25	2/4	2	1	V(4)}	G	vi		V(4)		V			4			}	M	0	1	1, 0, 2		1	1
23	23	3/8	0.375	2/4	2	1	V	G	vi		V		V							M	0	1	1, 5, 2		1	1
24	24	0	0.0	2/4	2	1	iii.ii%65{	G	iii		ii%65		ii	%	65				{	%7	0	1	-1, -4, 0, 2		2	-1
24	24	1/4	0.25	2/4	2	1	V	G	iii		V		V							M	0	1	1, 5, 2		1	1
25	25	0	0.0	2/4	2	1	i	G	iii		i		i							m	0	1	0, -3, 1		0	0
25	25	1/8	0.125	2/4	2	1	V65	G	iii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
25	25	1/4	0.25	2/4	2	1	i}	G	iii		i		i						}	m	0	1	0, -3, 1		0	0
26	26	0	0.0	2/4	2	1	ii%65{	G	iii		ii%65		ii	%	65				{	%7	0	1	-1, -4, 0, 2		2	-1
26	26	1/4	0.25	2/4	2	1	V	G	iii		V		V							M	0	1	1, 5, 2		1	1
27	27	0	0.0	2/4	2	1	vi.ii%43	G	vi		ii%43		ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
27	27	1/4	0.25	2/4	2	1	V(4)}	G	vi		V(4)		V			4			}	M	0	1	1, 0, 2		1	1
27	27	3/8	0.375	2/4	2	1	V	G	vi		V		V							M	0	1	1, 5, 2		1	1
28	28	0	0.0	2/4	2	1	i{	G	vi		i		i						{	m	0	1	0, -3, 1		0	0
28	28	1/4	0.25	2/4	2	1	vii.iv6	G	vii		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
29	29	0	0.0	2/4	2	1	V	G	vii		V		V							M	0	1	1, 5, 2		1	1
29	29	1/8	0.125	2/4	2	1	V7	G	vii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
29	29	1/4	0.25	2/4	2	1	i(4)}	G	vii		i(4)		i			4			}	m	0	1	0, -1, 1		0	0
29	29	3/8	0.375	2/4	2	1	i	G	vii		i		i							m	0	1	0, -3, 1		0	0
30	30	0	0.0	2/4	2	1	vi.ii64{	G	vi		ii64		ii		64				{	m	0	1	3, 2, -1		2	3
30	30	1/4	0.25	2/4	2	1	ii%43	G	vi		ii%43		ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
31	31	0	0.0	2/4	2	1	V	G	vi		V		V							M	0	1	1, 5, 2		1	1
31	31	1/8	0.125	2/4	2	1	V7	G	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
31	31	1/4	0.25	2/4	2	1	i(4)}	G	vi		i(4)		i			4			}	m	0	1	0, -1, 1		0	0
31	31	3/8	0.375	2/4	2	1	i	G	vi		i		i							m	0	1	0, -3, 1		0	0
32	32	0	0.0	2/4	2	1	V.ii64{	G	V		ii64		ii		64				{	m	0	0	3, 2, -1		2	3
32	32	1/4	0.25	2/4	2	1	ii%43	G	V		ii%43		ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
33	33	0	0.0	2/4	2	1	V(4)}	G	V		V(4)		V			4			}	M	0	0	1, 0, 2		1	1
33	33	1/8	0.125	2/4	2	1	V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	33	1/4	0.25	2/4	2	1	V65(42)	G	V		V65(42)		V		65	42				Mm7	0	0	0, 2, -1, 3		1	0
33	33	3/8	0.375	2/4	2	1	V65	G	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
34	34	0	0.0	2/4	2	1	V[viio2{	G	V	V	viio2		vii	o	2				{	o7	0	0	-4, 5, 2, -1		5	-4
34	34	1/4	0.25	2/4	2	1	V(64)	G	V	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
35	35	0	0.0	2/4	2	1	V	G	V	V	V		V							M	0	0	1, 5, 2		1	1
35	35	1/8	0.125	2/4	2	1	I(6)}	G	V	V	I(6)		I			6			}	M	0	0	0, 4, 3		0	0
