mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	A.V2{					A	I		V2		V		2				{	Mm7	0	0	2, 4, 8, 5		4	2	2	7	0.2222222222222222	0.1875	1.5625	0.10714285714285714
1	1	1/2	1/2	3/4	2	1	I6					A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.75	0.0
2	2	0	0	3/4	2	1	V64					A	I		V64		V		64					M	0	0	5, 4, 8		4	5	0	5	0.0	0.0	0.875	0.0
2	2	1/8	1/8	3/4	2	1	I					A	I		I		I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.375	0.0
2	2	1/4	1/4	3/4	2	1	V6					A	I		V6		V		6					M	0	0	8, 5, 4		4	8	0	5	0.0	0.0	1.75	0.0
2	2	1/2	1/2	3/4	2	1	I					A	I		I		I							M	0	0	3, 7, 4		3	3	1	5	0.16666666666666666	0.0625	0.9375	0.0625
3	3	1/4	1/4	3/4	2	1	V6/ii					A	I		V6/ii		V		6		ii			M	0	0	10, 7, 6		6	10	0	7	0.0	0.0	1.5	0.0
3	3	1/2	1/2	3/4	2	1	ii					A	I		ii		ii							m	0	0	5, 2, 6		5	5	2	7	0.2222222222222222	0.125	1.625	0.07142857142857142
4	4	1/4	1/4	3/4	2	1	V7(9)/V					A	I		V7(9)/V		V		7	9	V			Mm7	0	0	5, 9, 6, 3	7	5	5	0	4	0.0	0.0	0.875	0.0
4	4	3/8	3/8	3/4	2	1	V7(#7)/V					A	I		V7(#7)/V		V		7	#7	V			Mm7	0	0	5, 9, 6, 10		5	5	0	1	0.0	0.0	0.125	0.0
4	4	1/2	1/2	3/4	2	1	V7(#4)}					A	I		V7(#4)		V		7	#4			}	Mm7	0	0	4, 8, 10, 2		4	4	0	4	0.0	0.0	0.875	0.0
4	4	5/8	5/8	3/4	2	1	V7|HC					A	I		V7		V		7			HC		Mm7	0	0	4, 8, 5, 2		4	4	0	1	0.0	0.0	0.125	0.0
5	5	0	0	3/4	2	1	V2{					A	I		V2		V		2				{	Mm7	0	0	2, 4, 8, 5		4	2	2	7	0.2222222222222222	0.1875	1.5625	0.10714285714285714
5	5	1/2	1/2	3/4	2	1	I6					A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.75	0.0
6	6	0	0	3/4	2	1	V64					A	I		V64		V		64					M	0	0	5, 4, 8		4	5	0	5	0.0	0.0	0.875	0.0
6	6	1/8	1/8	3/4	2	1	I					A	I		I		I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.375	0.0
6	6	1/4	1/4	3/4	2	1	V6					A	I		V6		V		6					M	0	0	8, 5, 4		4	8	0	5	0.0	0.0	1.75	0.0
6	6	1/2	1/2	3/4	2	1	I					A	I		I		I							M	0	0	3, 7, 4		3	3	1	5	0.16666666666666666	0.0625	0.9375	0.0625
7	7	1/4	1/4	3/4	2	1	V.V(64)					A	V		V(64)		V			64				M	0	0	5, 4, 8		5	5	1	3	0.25	0.125	0.875	0.125
7	7	1/2	1/2	3/4	2	1	V7					A	V		V7		V		7					Mm7	0	0	5, 9, 6, 3		5	5	0	5	0.0	0.0	1.0	0.0
8	8	0	0	3/4	2	1	V(964)					A	V		V(964)		V			964				M	0	0	5, 4, 8	7	5	5	1	6	0.14285714285714285	0.0625	1.1875	0.05
8	8	1/4	1/4	3/4	2	1	V(64)					A	V		V(64)		V			64				M	0	0	5, 4, 8		5	5	1	3	0.25	0.125	0.875	0.125
8	8	1/2	1/2	3/4	2	1	V7					A	V		V7		V		7					Mm7	0	0	5, 9, 6, 3		5	5	0	5	0.0	0.0	1.0	0.0
9	9	0	0	3/4	2	1	V(964)					A	V		V(964)		V			964				M	0	0	5, 4, 8	7	5	5	2	9	0.18181818181818182	0.1875	1.0625	0.15
10	10	0	0	3/4	2	1	vii%65				V43(2)	A	V		vii%65		vii	%	65					%7	0	0	6, 3, 7, 9		9	6	1	5	0.16666666666666666	0.0625	0.9375	0.0625
10	10	1/4	1/4	3/4	2	1	V(9)					A	V		V(9)		V			9				M	0	0	5, 9, 6	7	5	5	0	4	0.0	0.0	0.875	0.0
10	10	3/8	3/8	3/4	2	1	V					A	V		V		V							M	0	0	5, 9, 6		5	5	0	1	0.0	0.0	0.125	0.0
10	10	1/2	1/2	3/4	2	1	I[I(4)}					A	V	I	I(4)		I			4			}	M	0	0	4, 3, 5		4	4	0	4	0.0	0.0	0.875	0.0
10	10	5/8	5/8	3/4	2	1	I|PAC					A	V	I	I		I					PAC		M	0	0	4, 8, 5		4	4	0	1	0.0	0.0	0.125	0.0
11	11	0	0	3/4	2	1	V7/IV{					A	V	I	V7/IV		V		7		IV		{	Mm7	0	0	4, 8, 5, 2		4	4	2	6	0.25	0.125	0.5	0.2
11	11	1/4	1/4	3/4	2	1	viio43					A	V	I	viio43		vii	o	43					o7	0	0	3, 0, 9, 6		9	3	2	3	0.4	0.5625	0.4375	0.5625
11	11	3/8	3/8	3/4	2	1	viio2					A	V	I	viio2		vii	o	2					o7	0	0	0, 9, 6, 3		9	0	0	2	0.0	0.0	0.25	0.0
11	11	1/2	1/2	3/4	2	1	I(b6)					A	V	I	I(b6)		I			b6				M	0	0	4, 8, 0		4	4	0	3	0.0	0.0	0.625	0.0
11	11	5/8	5/8	3/4	2	1	I]					A	V	I	I		I							M	0	0	4, 8, 5		4	4	0	1	0.0	0.0	0.125	0.0
12	12	0	0	3/4	2	1	ii65					A	V		ii65		ii		65					mm7	0	0	3, 7, 4, 6		6	3	0	4	0.0	0.0	0.875	0.0
12	12	1/8	1/8	3/4	2	1	I+6					A	V		I+6		I	+	6					+	0	0	8, 12, 4		4	8	0	3	0.0	0.0	0.375	0.0
12	12	1/4	1/4	3/4	2	1	ii65					A	V		ii65		ii		65					mm7	0	0	3, 7, 4, 6		6	3	0	3	0.0	0.0	0.375	0.0
12	12	3/8	3/8	3/4	2	1	I+6					A	V		I+6		I	+	6					+	0	0	8, 12, 4		4	8	0	3	0.0	0.0	0.375	0.0
12	12	1/2	1/2	3/4	2	1	I[I(4)}					A	V	I	I(4)		I			4			}	M	0	0	4, 3, 5		4	4	0	4	0.0	0.0	0.875	0.0
12	12	5/8	5/8	3/4	2	1	I|PC					A	V	I	I		I					PC		M	0	0	4, 8, 5		4	4	0	1	0.0	0.0	0.125	0.0
13	13	0	0	3/4	2	1	V7/IV{					A	V	I	V7/IV		V		7		IV		{	Mm7	0	0	4, 8, 5, 2		4	4	2	6	0.25	0.125	0.5	0.2
13	13	1/4	1/4	3/4	2	1	viio43					A	V	I	viio43		vii	o	43					o7	0	0	3, 0, 9, 6		9	3	2	3	0.4	0.5625	0.4375	0.5625
13	13	3/8	3/8	3/4	2	1	viio2					A	V	I	viio2		vii	o	2					o7	0	0	0, 9, 6, 3		9	0	0	2	0.0	0.0	0.25	0.0
13	13	1/2	1/2	3/4	2	1	I(b6)					A	V	I	I(b6)		I			b6				M	0	0	4, 8, 0		4	4	0	3	0.0	0.0	0.625	0.0
13	13	5/8	5/8	3/4	2	1	I]					A	V	I	I		I							M	0	0	4, 8, 5		4	4	0	1	0.0	0.0	0.125	0.0
14	14	0	0	3/4	2	1	ii65					A	V		ii65		ii		65					mm7	0	0	3, 7, 4, 6		6	3	0	4	0.0	0.0	0.875	0.0
14	14	1/8	1/8	3/4	2	1	I+6					A	V		I+6		I	+	6					+	0	0	8, 12, 4		4	8	0	3	0.0	0.0	0.375	0.0
14	14	1/4	1/4	3/4	2	1	ii65					A	V		ii65		ii		65					mm7	0	0	3, 7, 4, 6		6	3	0	3	0.0	0.0	0.375	0.0
14	14	3/8	3/8	3/4	2	1	I+6					A	V		I+6		I	+	6					+	0	0	8, 12, 4		4	8	0	3	0.0	0.0	0.375	0.0
14	14	1/2	1/2	3/4	2	1	I(4)}					A	V		I(4)		I			4			}	M	0	0	4, 3, 5		4	4	0	4	0.0	0.0	0.875	0.0
14	14	5/8	5/8	3/4	2	1	I|PC					A	V		I		I					PC		M	0	0	4, 8, 5		4	4	0	1	0.0	0.0	0.125	0.0
15	15	0	0	3/4	2	1	VII.ii%65{					A	VII		ii%65		ii	%	65				{	%7	0	0	7, 4, 8, 10		10	7	4	0	1.0	0.875	0.0	1.0
15	15	1/8	1/8	3/4	2	1	I6					A	VII		I6		I		6					M	0	0	12, 9, 8		8	12	3	0	1.0	0.375	0.0	1.0
15	15	1/4	1/4	3/4	2	1	ii%65					A	VII		ii%65		ii	%	65					%7	0	0	7, 4, 8, 10		10	7	3	0	1.0	0.375	0.0	1.0
15	15	3/8	3/8	3/4	2	1	I6					A	VII		I6		I		6					M	0	0	12, 9, 8		8	12	3	0	1.0	0.375	0.0	1.0
15	15	1/2	1/2	3/4	2	1	I(4)					A	VII		I(4)		I			4				M	0	0	8, 7, 9		8	8	4	0	1.0	0.875	0.0	1.0
15	15	5/8	5/8	3/4	2	1	I					A	VII		I		I							M	0	0	8, 12, 9		8	8	1	0	1.0	0.125	0.0	1.0
16	16	0	0	3/4	2	1	bIII.ii%65					A	bIII		ii%65		ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1	0	4	0.0	0.0	0.875	0.0
16	16	1/8	1/8	3/4	2	1	I6					A	bIII		I6		I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.375	0.0
16	16	1/4	1/4	3/4	2	1	ii%65					A	bIII		ii%65		ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1	0	3	0.0	0.0	0.375	0.0
16	16	3/8	3/8	3/4	2	1	I6					A	bIII		I6		I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.375	0.0
16	16	1/2	1/2	3/4	2	1	Ger6				I(b6#4#2)	A	bIII		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4	1	4	0.2	0.125	0.625	0.16666666666666666
16	16	5/8	5/8	3/4	2	1	I					A	bIII		I		I							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.5	0.0
17	17	0	0	3/4	2	1	ii%65					A	bIII		ii%65		ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1	0	5	0.0	0.0	0.875	0.0
17	17	1/8	1/8	3/4	2	1	I64					A	bIII		I64		I		64					M	0	0	1, 0, 4		0	1	0	4	0.0	0.0	0.5	0.0
17	17	1/4	1/4	3/4	2	1	ii%65					A	bIII		ii%65		ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1	0	4	0.0	0.0	0.375	0.0
17	17	3/8	3/8	3/4	2	1	I64					A	bIII		I64		I		64					M	0	0	1, 0, 4		0	1	0	4	0.0	0.0	0.5	0.0
17	17	1/2	1/2	3/4	2	1	Ger6				I(b6#4#2)	A	bIII		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4	1	4	0.2	0.125	0.625	0.16666666666666666
17	17	5/8	5/8	3/4	2	1	I					A	bIII		I		I							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.5	0.0
18	18	0	0	3/4	2	1	ii%65					A	bIII		ii%65		ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1	0	4	0.0	0.0	0.625	0.0
18	18	1/8	1/8	3/4	2	1	I					A	bIII		I		I							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.5	0.0
18	18	1/4	1/4	3/4	2	1	V7(+b9)/V/V					A	bIII		V7(+b9)/V/V		V		7	+b9	V/V			Mm7	0	0	3, 7, 4, 1	-2	3	3	0	4	0.0	0.0	0.5	0.0
18	18	3/8	3/8	3/4	2	1	V/V					A	bIII		V/V		V				V			M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
18	18	1/2	1/2	3/4	2	1	V7(+b9)					A	bIII		V7(+b9)		V		7	+b9				Mm7	0	0	1, 5, 2, -1	-4	1	1	0	4	0.0	0.0	0.5	0.0
18	18	5/8	5/8	3/4	2	1	I					A	bIII		I		I							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.375	0.0
19	19	0	0	3/4	2	1	II.V7(+b9)					A	II		V7(+b9)		V		7	+b9				Mm7	0	0	6, 10, 7, 4	1	6	6	0	4	0.0	0.0	0.5	0.0
19	19	1/8	1/8	3/4	2	1	I					A	II		I		I							M	0	0	5, 9, 6		5	5	0	3	0.0	0.0	0.375	0.0
19	19	1/4	1/4	3/4	2	1	viio2					A	II		viio2		vii	o	2					o7	0	0	1, 10, 7, 4		10	1	0	4	0.0	0.0	0.375	0.0
19	19	3/8	3/8	3/4	2	1	I					A	II		I		I							M	0	0	5, 9, 6		5	5	0	5	0.0	0.0	0.625	0.0
19	19	1/2	1/2	3/4	2	1	V7(+b9)					A	II		V7(+b9)		V		7	+b9				Mm7	0	0	6, 10, 7, 4	1	6	6	0	4	0.0	0.0	0.5	0.0
19	19	5/8	5/8	3/4	2	1	I					A	II		I		I							M	0	0	5, 9, 6		5	5	0	3	0.0	0.0	0.375	0.0
20	20	0	0	3/4	2	1	viio2					A	II		viio2		vii	o	2					o7	0	0	1, 10, 7, 4		10	1	0	4	0.0	0.0	0.375	0.0
20	20	1/8	1/8	3/4	2	1	I					A	II		I		I							M	0	0	5, 9, 6		5	5	0	5	0.0	0.0	0.625	0.0
