mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
68	67	0	0	6/8	2	1	I.V43(9)					Bb	I		V43(9)		V		43	9				Mm7	0	0	0, -3, -1, 3	1	-1	0	0	9	0.0	0.0	1.375	0.0
68	67	3/8	3/8	6/8	2	1	V43					Bb	I		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	0	10	0.0	0.0	1.375	0.0
69	68	0	0	6/8	2	1	I(6)					Bb	I		I(6)		I			6				M	0	0	-2, 2, 1		-2	-2	0	7	0.0	0.0	1.125	0.0
69	68	3/8	3/8	6/8	2	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	1	7	0.125	0.125	1.0	0.1111111111111111
70	69	0	0	6/8	2	1	V43(9)/ii	0.247275	4.92187		/	Bb	I		V43(9)/ii		V		43	9	ii			Mm7	0	0	2, -1, 1, 5	-4	1	2	1	8	0.1111111111111111	0.375	1.0	0.2727272727272727
70	69	3/8	3/8	6/8	2	1	V43/ii					Bb	I		V43/ii		V		43		ii			Mm7	0	0	2, -1, 1, 5		1	2	0	10	0.0	0.0	1.375	0.0
71	70	0	0	6/8	2	1	ii(b6)					Bb	I		ii(b6)		ii			b6				m	0	0	0, -3, -4		0	0	0	7	0.0	0.0	1.125	0.0
71	70	3/8	3/8	6/8	2	1	ii					Bb	I		ii		ii							m	0	0	0, -3, 1		0	0	0	8	0.0	0.0	1.125	0.0
72	71	0	0	6/8	2	1	viio65/V					Bb	I		viio65/V		vii	o	65		V			o7	0	0	1, -2, -5, 4		4	1	0	8	0.0	0.0	1.875	0.0
72	71	3/8	3/8	6/8	2	1	viio65(6)/V					Bb	I		viio65(6)/V		vii	o	65	6	V			o7	0	0	1, 0, -5, 4		4	1	2	5	0.2857142857142857	0.25	0.75	0.25
72	71	5/8	5/8	6/8	2	1	viio65/V					Bb	I		viio65/V		vii	o	65		V			o7	0	0	1, -2, -5, 4		4	1	0	1	0.0	0.0	0.125	0.0
73	72	0	0	6/8	2	1	V(64)					Bb	I		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	0	8	0.0	0.0	1.875	0.0
73	72	3/8	3/8	6/8	2	1	V(116)					Bb	I		V(116)		V			116				M	0	0	-1, 3, 2	-2	-1	-1	0	7	0.0	0.0	1.0	0.0
73	72	5/8	5/8	6/8	2	1	V(964)					Bb	I		V(964)		V			964				M	0	0	-1, -2, 2	1	-1	-1	0	1	0.0	0.0	0.125	0.0
74	73	0	0	6/8	2	1	viio43(#7)					Bb	I		viio43(#7)		vii	o	43	#7				o7	0	0	-3, -6, 1, 0		3	-3	1	2	0.3333333333333333	0.25	0.25	0.5
74	73	1/4	1/4	6/8	2	1	viio43					Bb	I		viio43		vii	o	43					o7	0	0	-3, -6, 3, 0		3	-3	0	3	0.0	0.0	0.375	0.0
74	73	3/8	3/8	6/8	2	1	V7(6)					Bb	I		V7(6)		V		7	6				Mm7	0	0	-1, 3, 2, -3		-1	-1	0	5	0.0	0.0	0.75	0.0
74	73	5/8	5/8	6/8	2	1	V7					Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	5	0.0	0.0	0.625	0.0
75	74	0	0	6/8	2	1	I(97b64)}					Bb	I		I(97b64)		I			97b64			}	M	0	0	-2, -3, -6	0, 3	-2	-2	0	9	0.0	0.0	1.375	0.0
75	74	3/8	3/8	6/8	2	1	I(4)					Bb	I		I(4)		I			4				M	0	0	-2, -3, -1		-2	-2	0	4	0.0	0.0	0.875	0.0
75	74	1/2	1/2	6/8	2	1	I(#2)					Bb	I		I(#2)		I			#2				M	0	0	-2, 7, -1		-2	-2	0	1	0.0	0.0	0.125	0.0
75	74	5/8	5/8	6/8	2	1	I|PAC					Bb	I		I		I					PAC		M	0	0	-2, 2, -1		-2	-2	0	1	0.0	0.0	0.125	0.0
76	75	0	0	6/8	2	1	vi.#viio7(#2){	0	6.23262	0.252725	/	Bb	vi		#viio7(#2)		#vii	o	7	#2			{	o7	0	1	6, 8, 0, -3		6	6	0	4	0.0	0.0	0.625	0.0
76	75	1/4	1/4	6/8	2	1	#viio7					Bb	vi		#viio7		#vii	o	7					o7	0	1	6, 3, 0, -3		6	6	0	4	0.0	0.0	0.5	0.0
76	75	3/8	3/8	6/8	2	1	V65					Bb	vi		V65		V		65					Mm7	0	1	6, 3, 0, 2		2	6	0	8	0.0	0.0	1.125	0.0
77	76	0	0	6/8	2	1	i(11)					Bb	vi		i(11)		i			11				m	0	1	1, -2, 2	0	1	1	0	7	0.0	0.0	1.125	0.0
77	76	3/8	3/8	6/8	2	1	VI6}					Bb	vi		VI6		VI		6				}	M	0	1	1, -2, -3		-3	1	0	7	0.0	0.0	1.125	0.0
78	77	0	0	6/8	2	1	I.Ger6{					Bb	I		Ger6	Ger	vii	o	65	b3	V		{	Ger	0	0	-6, -2, -5, 4		4	-6	1	6	0.14285714285714285	0.375	0.75	0.3333333333333333
78	77	3/8	3/8	6/8	2	1	V(64)					Bb	I		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	0	7	0.0	0.0	1.125	0.0
79	78	0	0	6/8	2	1	viio43					Bb	I		viio43		vii	o	43					o7	0	0	-3, -6, 3, 0		3	-3	0	3	0.0	0.0	0.625	0.0
79	78	3/8	3/8	6/8	2	1	I|IAC}					Bb	I		I		I					IAC	}	M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.75	0.0
80	79	0	0	6/8	2	1	vi.#viio7(#2){					Bb	vi		#viio7(#2)		#vii	o	7	#2			{	o7	0	1	6, 8, 0, -3		6	6	0	4	0.0	0.0	0.625	0.0
80	79	1/4	1/4	6/8	2	1	#viio7					Bb	vi		#viio7		#vii	o	7					o7	0	1	6, 3, 0, -3		6	6	0	4	0.0	0.0	0.5	0.0
80	79	3/8	3/8	6/8	2	1	V65					Bb	vi		V65		V		65					Mm7	0	1	6, 3, 0, 2		2	6	0	8	0.0	0.0	1.125	0.0
81	80	0	0	6/8	2	1	i(11)					Bb	vi		i(11)		i			11				m	0	1	1, -2, 2	0	1	1	0	7	0.0	0.0	1.125	0.0
81	80	3/8	3/8	6/8	2	1	VI6}					Bb	vi		VI6		VI		6				}	M	0	1	1, -2, -3		-3	1	0	7	0.0	0.0	1.125	0.0
82	81	0	0	6/8	2	1	I.Ger6{					Bb	I		Ger6	Ger	vii	o	65	b3	V		{	Ger	0	0	-6, -2, -5, 4		4	-6	1	6	0.14285714285714285	0.375	0.75	0.3333333333333333
82	81	3/8	3/8	6/8	2	1	V(64)					Bb	I		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	0	7	0.0	0.0	1.125	0.0
83	82	0	0	6/8	2	1	viio43					Bb	I		viio43		vii	o	43					o7	0	0	-3, -6, 3, 0		3	-3	0	3	0.0	0.0	0.625	0.0
83	82	3/8	3/8	6/8	2	1	I|IAC}					Bb	I		I		I					IAC	}	M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.75	0.0
84	83	0	0	6/8	2	1	viio43{					Bb	I		viio43		vii	o	43				{	o7	0	0	-3, -6, 3, 0		3	-3	0	3	0.0	0.0	0.625	0.0
84	83	3/8	3/8	6/8	2	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.75	0.0
85	84	0	0	6/8	2	1	viio43					Bb	I		viio43		vii	o	43					o7	0	0	-3, -6, 3, 0		3	-3	0	3	0.0	0.0	0.625	0.0
85	84	3/8	3/8	6/8	2	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.75	0.0
86	85	0	0	6/8	2	1	viio43					Bb	I		viio43		vii	o	43					o7	0	0	-3, -6, 3, 0		3	-3	3	7	0.3	0.375	1.5	0.2
87	86	3/8	3/8	6/8	2	1	I|IAC}					Bb	I		I		I					IAC	}	M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	1.875	0.0
