mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
28	27	28	27a	81	81	0.5	5/8	5/8	6/8	2	1	V7	Bb	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
29	28	29	28a	163/2	163/2	3.0	0	0	6/8	2	1	i}	Bb	iii		i		i						}	m	0	1	0, -3, 1		0	0
30	29	30	29a	169/2	169/2	1.5	0	0	6/8	2	1	iv7{	Bb	iii		iv7		iv		7				{	mm7	0	1	-1, -4, 0, -3		-1	-1
30	29	30	29a	86	86	1.0	3/8	3/8	6/8	2	1	V7(6)	Bb	iii		V7(6)		V		7	6				Mm7	0	1	1, 5, -3, -1		1	1
30	29	30	29a	87	87	0.5	5/8	5/8	6/8	2	1	V7	Bb	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
31	30	31	30a	175/2	175/2	3.0	0	0	6/8	2	1	i}	Bb	iii		i		i						}	m	0	1	0, -3, 1		0	0
32	31	32	31a	181/2	181/2	1.5	0	0	6/8	2	1	iv7{	Bb	iii		iv7		iv		7				{	mm7	0	1	-1, -4, 0, -3		-1	-1
32	31	32	31a	92	92	1.0	3/8	3/8	6/8	2	1	V7(6)	Bb	iii		V7(6)		V		7	6				Mm7	0	1	1, 5, -3, -1		1	1
32	31	32	31a	93	93	0.5	5/8	5/8	6/8	2	1	V7	Bb	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
33	32	33	32a	187/2	187/2	3.0	0	0	6/8	2	1	i}	Bb	iii		i		i						}	m	0	1	0, -3, 1		0	0
34	33	34	33a	193/2	193/2	1.0	0	0	6/8	2	1	V.V2(6)/ii{	Bb	V		V2(6)/ii		V		2	6	ii		{	Mm7	0	0	1, 3, 7, -1		3	1
34	33	34	33a	195/2	195/2	0.5	1/4	1/4	6/8	2	1	V2/ii	Bb	V		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
34	33	34	33a	98	98	1.0	3/8	3/8	6/8	2	1	ii6(2)	Bb	V		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
34	33	34	33a	99	99	0.5	5/8	5/8	6/8	2	1	ii6	Bb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
35	34	35	34a	199/2	199/2	1.5	0	0	6/8	2	1	V43	Bb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
35	34	35	34a	101	101	1.0	3/8	3/8	6/8	2	1	I(9)}	Bb	V		I(9)		I			9			}	M	0	0	0, 4, 1	2	0	0
35	34	35	34a	102	102	0.5	5/8	5/8	6/8	2	1	I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
36	35	36	35a	205/2	205/2	1.0	0	0	6/8	2	1	iii.V2(6)/bII{	Bb	iii		V2(6)/bII		V		2	6	bII		{	Mm7	0	1	-6, -4, 0, -1		-4	-6
36	35	36	35a	207/2	207/2	0.5	1/4	1/4	6/8	2	1	V2/bII	Bb	iii		V2/bII		V		2		bII			Mm7	0	1	-6, -4, 0, -3		-4	-6
36	35	36	35a	104	104	1.0	3/8	3/8	6/8	2	1	ii%65(2)	Bb	iii		ii%65(2)		ii	%	65	2				%7	0	1	-1, -4, 0, -3		2	-1
36	35	36	35a	105	105	0.5	5/8	5/8	6/8	2	1	ii%65	Bb	iii		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
37	36	37	36a	211/2	211/2	1.5	0	0	6/8	2	1	V43	Bb	iii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
37	36	37	36a	107	107	1.0	3/8	3/8	6/8	2	1	VI(6)}	Bb	iii		VI(6)		VI			6			}	M	0	1	-4, 0, -1		-4	-4
37	36	37	36a	108	108	0.5	5/8	5/8	6/8	2	1	VI	Bb	iii		VI		VI							M	0	1	-4, 0, -3		-4	-4
38	37	38	37a	217/2	217/2	1.0	0	0	6/8	2	1	ii%43{	Bb	iii		ii%43		ii	%	43				{	%7	0	1	-4, 0, 2, -1		2	-4
38	37	38	37a	219/2	219/2	0.5	1/4	1/4	6/8	2	1	ii%7	Bb	iii		ii%7		ii	%	7					%7	0	1	2, -1, -4, 0		2	2
38	37	38	37a	110	110	1.5	3/8	3/8	6/8	2	1	V7	Bb	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
39	38	39	38a	223/2	223/2	1.0	0	0	6/8	2	1	ii%43	Bb	iii		ii%43		ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
39	38	39	38a	225/2	225/2	0.5	1/4	1/4	6/8	2	1	ii%7	Bb	iii		ii%7		ii	%	7					%7	0	1	2, -1, -4, 0		2	2
39	38	39	38a	113	113	1.5	3/8	3/8	6/8	2	1	V7	Bb	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
40	39	40	39a	229/2	229/2	1.5	0	0	6/8	2	1	ii%65	Bb	iii		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
40	39	40	39a	116	116	1.0	3/8	3/8	6/8	2	1	ii%7(4)	Bb	iii		ii%7(4)		ii	%	7	4				%7	0	1	2, 1, -4, 0		2	2
40	39	40	39a	117	117	2.0	5/8	5/8	6/8	2	1	ii%7	Bb	iii		ii%7		ii	%	7					%7	0	1	2, -1, -4, 0		2	2
41	40	41	40a	119	119	1.0	3/8	3/8	6/8	2	1	V7(2)}	Bb	iii		V7(2)		V		7	2			}	Mm7	0	1	-4, 5, 2, -1		1	-4
41	40	41	40a	120	120	0.5	5/8	5/8	6/8	2	1	V7|HC	Bb	iii		V7		V		7			HC		Mm7	0	1	1, 5, 2, -1		1	1
42	41	42	41a	241/2	241/2	1.5	0	0	6/8	2	1	iv7{	Bb	iii		iv7		iv		7				{	mm7	0	1	-1, -4, 0, -3		-1	-1
42	41	42	41a	122	122	1.0	3/8	3/8	6/8	2	1	V7(6)	Bb	iii		V7(6)		V		7	6				Mm7	0	1	1, 5, -3, -1		1	1
42	41	42	41a	123	123	0.5	5/8	5/8	6/8	2	1	V7	Bb	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
43	42	43	42a	247/2	247/2	3.0	0	0	6/8	2	1	i}	Bb	iii		i		i						}	m	0	1	0, -3, 1		0	0
44	43	44	43a	253/2	253/2	1.5	0	0	6/8	2	1	iv7{	Bb	iii		iv7		iv		7				{	mm7	0	1	-1, -4, 0, -3		-1	-1
44	43	44	43a	128	128	1.0	3/8	3/8	6/8	2	1	V7(6)	Bb	iii		V7(6)		V		7	6				Mm7	0	1	1, 5, -3, -1		1	1
44	43	44	43a	129	129	0.5	5/8	5/8	6/8	2	1	V7	Bb	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
45	44	45	44a	259/2	259/2	3.0	0	0	6/8	2	1	i}	Bb	iii		i		i						}	m	0	1	0, -3, 1		0	0
46	45	46	45a	265/2	265/2	1.5	0	0	6/8	2	1	iv7{	Bb	iii		iv7		iv		7				{	mm7	0	1	-1, -4, 0, -3		-1	-1
46	45	46	45a	134	134	1.0	3/8	3/8	6/8	2	1	V7(6)	Bb	iii		V7(6)		V		7	6				Mm7	0	1	1, 5, -3, -1		1	1
46	45	46	45a	135	135	0.5	5/8	5/8	6/8	2	1	V7	Bb	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
47	46	47	46a	271/2	271/2	3.0	0	0	6/8	2	1	i}	Bb	iii		i		i						}	m	0	1	0, -3, 1		0	0
48	47	48	47a	277/2	277/2	1.5	0	0	6/8	2	1	iv7{	Bb	iii		iv7		iv		7				{	mm7	0	1	-1, -4, 0, -3		-1	-1
48	47	48	47a	140	140	1.0	3/8	3/8	6/8	2	1	V7(6)	Bb	iii		V7(6)		V		7	6				Mm7	0	1	1, 5, -3, -1		1	1
48	47	48	47a	141	141	0.5	5/8	5/8	6/8	2	1	V7	Bb	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
49	48	49	48a	283/2	283/2	3.0	0	0	6/8	2	1	i}	Bb	iii		i		i						}	m	0	1	0, -3, 1		0	0
50	49	50	49a	289/2	289/2	1.0	0	0	6/8	2	1	V.V2(6)/ii{	Bb	V		V2(6)/ii		V		2	6	ii		{	Mm7	0	0	1, 3, 7, -1		3	1
50	49	50	49a	291/2	291/2	0.5	1/4	1/4	6/8	2	1	V2/ii	Bb	V		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
50	49	50	49a	146	146	1.0	3/8	3/8	6/8	2	1	ii6(2)	Bb	V		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
50	49	50	49a	147	147	0.5	5/8	5/8	6/8	2	1	ii6	Bb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
51	50	51	50a	295/2	295/2	1.5	0	0	6/8	2	1	V43	Bb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
51	50	51	50a	149	149	1.0	3/8	3/8	6/8	2	1	I(9)}	Bb	V		I(9)		I			9			}	M	0	0	0, 4, 1	2	0	0
51	50	51	50a	150	150	0.5	5/8	5/8	6/8	2	1	I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
52	51	52	51a	301/2	301/2	1.0	0	0	6/8	2	1	IV.V2(6){	Bb	IV		V2(6)		V		2	6			{	Mm7	0	0	-1, 1, 5, 4		1	-1
52	51	52	51a	303/2	303/2	0.5	1/4	1/4	6/8	2	1	V2	Bb	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
52	51	52	51a	152	152	1.0	3/8	3/8	6/8	2	1	I6(2)	Bb	IV		I6(2)		I		6	2				M	0	0	4, 1, 2		0	4
52	51	52	51a	153	153	0.5	5/8	5/8	6/8	2	1	I6	Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
53	52	53	52a	307/2	307/2	1.0	0	0	6/8	2	1	V43	Bb	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
53	52	53	52a	309/2	309/2	0.5	1/4	1/4	6/8	2	1	I.#viio43/ii	Bb	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
53	52	53	52a	155	155	1.0	3/8	3/8	6/8	2	1	ii(4)}	Bb	I		ii(4)		ii			4			}	m	0	0	2, 1, 3		2	2
53	52	53	52a	156	156	0.5	5/8	5/8	6/8	2	1	ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
54	53	54	53a	313/2	313/2	1.5	0	0	6/8	2	1	V65{	Bb	I		V65		V		65				{	Mm7	0	0	5, 2, -1, 1		1	5
54	53	54	53a	158	158	1.5	3/8	3/8	6/8	2	1	V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
55	54	55	54a	319/2	319/2	2.0	0	0	6/8	2	1	viio2	Bb	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
55	54	55	54a	323/2	323/2	0.5	1/2	1/2	6/8	2	1	V7(#4)	Bb	I		V7(#4)		V		7	#4				Mm7	0	0	1, 5, 7, -1		1	1
55	54	55	54a	162	162	0.5	5/8	5/8	6/8	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	55	56	55a	325/2	325/2	1.5	0	0	6/8	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
56	55	56	55a	164	164	1.5	3/8	3/8	6/8	2	1	V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
57	56	57	56a	331/2	331/2	2.0	0	0	6/8	2	1	viio2	Bb	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
57	56	57	56a	335/2	335/2	0.5	1/2	1/2	6/8	2	1	V7(#4)	Bb	I		V7(#4)		V		7	#4				Mm7	0	0	1, 5, 7, -1		1	1
57	56	57	56a	168	168	0.5	5/8	5/8	6/8	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	57	58	57a	337/2	337/2	1.5	0	0	6/8	2	1	ii2	Bb	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
58	57	58	57a	170	170	1.0	3/8	3/8	6/8	2	1	V7(b9)	Bb	I		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
58	57	58	57a	171	171	0.5	5/8	5/8	6/8	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	58	59	58a	343/2	343/2	1.5	0	0	6/8	2	1	ii2	Bb	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
59	58	59	58a	173	173	1.0	3/8	3/8	6/8	2	1	V7(b9)}	Bb	I		V7(b9)		V		7	b9			}	Mm7	0	0	1, 5, 2, -1	-4	1	1
59	58	59	58a	174	174	0.5	5/8	5/8	6/8	2	1	V7|HC	Bb	I		V7		V		7			HC		Mm7	0	0	1, 5, 2, -1		1	1
60	59	60	59a	349/2	349/2	3.0	0	0	6/8	2	1	I{	Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
61	60	61	60a	355/2	355/2	1.5	0	0	6/8	2	1	V65(6)	Bb	I		V65(6)		V		65	6				Mm7	0	0	5, 4, -1, 1		1	5
61	60	61	60a	179	179	1.5	3/8	3/8	6/8	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
62	61	62	61a	361/2	361/2	3.0	0	0	6/8	2	1	#viio2/ii	Bb	I		#viio2/ii		#vii	o	2		ii			o7	0	0	-2, 7, 4, 1		7	-2
63	62	63	62a	367/2	367/2	1.5	0	0	6/8	2	1	ii64(4)	Bb	I		ii64(4)		ii		64	4				m	0	0	3, 2, 1		2	3
63	62	63	62a	185	185	1.5	3/8	3/8	6/8	2	1	ii64	Bb	I		ii64		ii		64					m	0	0	3, 2, -1		2	3
64	63	64	63a	373/2	373/2	1.5	0	0	6/8	2	1	iii.V2	Bb	iii		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
64	63	64	63a	188	188	1.0	3/8	3/8	6/8	2	1	V2(9)	Bb	iii		V2(9)		V		2	9				Mm7	0	1	-1, 1, 5, 2	-4	1	-1
64	63	64	63a	189	189	0.5	5/8	5/8	6/8	2	1	V2	Bb	iii		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
65	64	65	64a	379/2	379/2	1.5	0	0	6/8	2	1	i6	Bb	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
65	64	65	64a	191	191	1.0	3/8	3/8	6/8	2	1	i6(13)	Bb	iii		i6(13)		i		6	13				m	0	1	-3, 1, 0	-4	0	-3
65	64	65	64a	192	192	0.5	5/8	5/8	6/8	2	1	i6	Bb	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
66	65	66	65a	385/2	385/2	1.5	0	0	6/8	2	1	V43	Bb	iii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
66	65	66	65a	194	194	1.0	3/8	3/8	6/8	2	1	V43(9)	Bb	iii		V43(9)		V		43	9				Mm7	0	1	2, -1, 1, 5	-4	1	2
66	65	66	65a	195	195	0.5	5/8	5/8	6/8	2	1	V43	Bb	iii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
67	66	67	66a	391/2	391/2	3.0	0	0	6/8	2	1	i|IAC}	Bb	iii		i		i					IAC	}	m	0	1	0, -3, 1		0	0
67	66	67	66a	198	198	0.0	5/8	5/8	6/8	2	1	{	Bb	iii										{		0	1				
68	67	68	67a	397/2	397/2	1.5	0	0	6/8	2	1	I.V43(9)	Bb	I		V43(9)		V		43	9				Mm7	0	0	2, -1, 1, 5	3	1	2
68	67	68	67a	200	200	1.5	3/8	3/8	6/8	2	1	V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
69	68	69	68a	403/2	403/2	1.5	0	0	6/8	2	1	I(6)	Bb	I		I(6)		I			6				M	0	0	0, 4, 3		0	0
69	68	69	68a	203	203	1.5	3/8	3/8	6/8	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
70	69	70	69a	409/2	409/2	1.5	0	0	6/8	2	1	V43(9)/ii	Bb	I		V43(9)/ii		V		43	9	ii			Mm7	0	0	4, 1, 3, 7	-2	3	4
70	69	70	69a	206	206	1.5	3/8	3/8	6/8	2	1	V43/ii	Bb	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
71	70	71	70a	415/2	415/2	1.5	0	0	6/8	2	1	ii(b6)	Bb	I		ii(b6)		ii			b6				m	0	0	2, -1, -2		2	2
71	70	71	70a	209	209	1.5	3/8	3/8	6/8	2	1	ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
72	71	72	71a	421/2	421/2	1.5	0	0	6/8	2	1	viio65/V	Bb	I		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
72	71	72	71a	212	212	1.0	3/8	3/8	6/8	2	1	viio65(6)/V	Bb	I		viio65(6)/V		vii	o	65	6	V			o7	0	0	3, 2, -3, 6		6	3
72	71	72	71a	213	213	0.5	5/8	5/8	6/8	2	1	viio65/V	Bb	I		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
73	72	73	72a	427/2	427/2	1.5	0	0	6/8	2	1	V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
