mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
59	59	59	59a	174	174	2.0	0	0	3/4	2	1	V7(6)		Ab	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
59	59	59	59a	176	176	1.0	1/2	1/2	3/4	2	1	V7		Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
60	60	60	60a	177	177	3.0	0	0	3/4	2	1	I		Ab	I		I		I							M	0	0	0, 4, 1		0	0
61	61	61	61a	180	180	2.0	0	0	3/4	2	1	V43(+4)/IV		Ab	I		V43(+4)/IV		V		43	+4	IV			Mm7	0	0	1, -2, 0, 4	-1	0	1
61	61	61	61a	182	182	1.0	1/2	1/2	3/4	2	1	V43/IV		Ab	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
62	62	62	62a	183	183	1.0	0	0	3/4	2	1	I(6#4#2)	IV64	Ab	I		I(6#4#2)		I			6#4#2				M	0	0	0, 9, 6, 3		0	0
62	62	62	62a	184	184	1.0	1/4	1/4	3/4	2	1	I(+76#4#2)		Ab	I		I(+76#4#2)		I			+76#4#2				M	0	0	0, 9, 6, 3	5	0	0
62	62	62	62a	185	185	1.0	1/2	1/2	3/4	2	1	I(6#4#2)		Ab	I		I(6#4#2)		I			6#4#2				M	0	0	0, 9, 6, 3		0	0
63	63	63	63a	186	186	3.0	0	0	3/4	2	1	I}		Ab	I		I		I						}	M	0	0	0, 4, 1		0	0
64	64	64	64a	189	189	3.0	0	0	3/4	2	1	V65(b9)/ii{		Ab	I		V65(b9)/ii		V		65	b9	ii		{	Mm7	0	0	7, 4, 1, 3	-9	3	7
65	65	65	65a	192	192	3.0	0	0	3/4	2	1	ii		Ab	I		ii		ii							m	0	0	2, -1, 3		2	2
66	66	66	66a	195	195	3.0	0	0	3/4	2	1	V65(b9)		Ab	I		V65(b9)		V		65	b9				Mm7	0	0	5, 2, -1, 1	-4	1	5
67	67	67	67a	198	198	3.0	0	0	3/4	2	1	I		Ab	I		I		I							M	0	0	0, 4, 1		0	0
68	68	68	68a	201	201	3.0	0	0	3/4	2	1	V2/IV		Ab	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
69	69	69	69a	204	204	2.0	0	0	3/4	2	1	vi(9)		Ab	I		vi(9)		vi			9				m	0	0	3, 0, 4	5	3	3
69	69	69	69a	206	206	1.0	1/2	1/2	3/4	2	1	vi		Ab	I		vi		vi							m	0	0	3, 0, 4		3	3
70	70	70	70a	207	207	3.0	0	0	3/4	2	1	Fr6		Ab	I		Fr6	Fr	V		43	b5	V			Fr	0	0	-4, 0, 2, 6		2	-4
71	71	71	71a	210	210	3.0	0	0	3/4	2	1	V7|HC}		Ab	I		V7		V		7			HC	}	Mm7	0	0	1, 5, 2, -1		1	1
72	72	72	72a	213	213	3.0	0	0	3/4	2	1	I{		Ab	I		I		I						{	M	0	0	0, 4, 1		0	0
73	73	73	73a	216	216	2.0	0	0	3/4	2	1	I64(9)		Ab	I		I64(9)		I		64	9				M	0	0	1, 0, 4	2	0	1
73	73	73	73a	218	218	1.0	1/2	1/2	3/4	2	1	I64		Ab	I		I64		I		64					M	0	0	1, 0, 4		0	1
74	74	74	74a	219	219	3.0	0	0	3/4	2	1	V43		Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
75	75	75	75a	222	222	2.0	0	0	3/4	2	1	V7(6)		Ab	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
75	75	75	75a	224	224	1.0	1/2	1/2	3/4	2	1	V7		Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	76	76	76a	225	225	3.0	0	0	3/4	2	1	I		Ab	I		I		I							M	0	0	0, 4, 1		0	0
77	77	77	77a	228	228	2.0	0	0	3/4	2	1	V43(+4)/IV		Ab	I		V43(+4)/IV		V		43	+4	IV			Mm7	0	0	1, -2, 0, 4	-1	0	1
77	77	77	77a	230	230	1.0	1/2	1/2	3/4	2	1	V43/IV		Ab	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
78	78	78	78a	231	231	1.0	0	0	3/4	2	1	I(6#4#2)	IV64	Ab	I		I(6#4#2)		I			6#4#2				M	0	0	0, 9, 6, 3		0	0
78	78	78	78a	232	232	1.0	1/4	1/4	3/4	2	1	I(+76#4#2)		Ab	I		I(+76#4#2)		I			+76#4#2				M	0	0	0, 9, 6, 3	5	0	0
78	78	78	78a	233	233	1.0	1/2	1/2	3/4	2	1	I(6#4#2)		Ab	I		I(6#4#2)		I			6#4#2				M	0	0	0, 9, 6, 3		0	0
79	79	79	79a	234	234	3.0	0	0	3/4	2	1	I}		Ab	I		I		I						}	M	0	0	0, 4, 1		0	0
80	80	80	80a	237	237	3.0	0	0	3/4	2	1	V65(b9)/ii{		Ab	I		V65(b9)/ii		V		65	b9	ii		{	Mm7	0	0	7, 4, 1, 3	-9	3	7
81	81	81	81a	240	240	3.0	0	0	3/4	2	1	ii		Ab	I		ii		ii							m	0	0	2, -1, 3		2	2
82	82	82	82a	243	243	3.0	0	0	3/4	2	1	III.V65(b9)		Ab	III		V65(b9)		V		65	b9				Mm7	0	0	5, 2, -1, 1	-4	1	5
83	83	83	83a	246	246	3.0	0	0	3/4	2	1	I		Ab	III		I		I							M	0	0	0, 4, 1		0	0
84	84	84	84a	249	249	3.0	0	0	3/4	2	1	I.ii6		Ab	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
85	85	85	85a	252	252	3.0	0	0	3/4	2	1	viio7/V	#viio65/iii	Ab	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
86	86	86	86a	255	255	1.5	0	0	3/4	2	1	V7(9)		Ab	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
86	86	86	86a	513/2	513/2	1.5	3/8	3/8	3/4	2	1	V7		Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
87	87	87	87a	258	258	1.5	0	0	3/4	2	1	I(9)}		Ab	I		I(9)		I			9			}	M	0	0	0, 4, 1	2	0	0
87	87	87	87a	519/2	519/2	1.5	3/8	3/8	3/4	2	1	I|PAC		Ab	I		I		I					PAC		M	0	0	0, 4, 1		0	0
88	88	88	88a	261	261	2.0	0	0	3/4	2	1	bVI.I{		Ab	bVI		I		I						{	M	0	0	0, 4, 1		0	0
88	88	88	88a	263	263	1.0	1/2	1/2	3/4	2	1	I(6#4)		Ab	bVI		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
89	89	89	89a	264	264	1.0	0	0	3/4	2	1	I		Ab	bVI		I		I							M	0	0	0, 4, 1		0	0
89	89	89	89a	265	265	1.0	1/4	1/4	3/4	2	1	V6(6)		Ab	bVI		V6(6)		V		6	6				M	0	0	5, 4, 1		1	5
89	89	89	89a	266	266	2.0	1/2	1/2	3/4	2	1	V6		Ab	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
90	90	90	90a	268	268	1.0	1/4	1/4	3/4	2	1	vi7(4)		Ab	bVI		vi7(4)		vi		7	4				mm7	0	0	3, 2, 4, 1		3	3
90	90	90	90a	269	269	2.0	1/2	1/2	3/4	2	1	V43(4)/V		Ab	bVI		V43(4)/V		V		43	4	V			Mm7	0	0	3, 0, 2, 1		2	3
91	91	91	91a	271	271	0.5	1/4	1/4	3/4	2	1	V(4)|HC}		Ab	bVI		V(4)		V			4		HC	}	M	0	0	1, 0, 2		1	1
91	91	91	91a	543/2	543/2	1.5	3/8	3/8	3/4	2	1	V		Ab	bVI		V		V							M	0	0	1, 5, 2		1	1
92	92	92	92a	273	273	2.0	0	0	3/4	2	1	I{		Ab	bVI		I		I						{	M	0	0	0, 4, 1		0	0
92	92	92	92a	275	275	1.0	1/2	1/2	3/4	2	1	I(6#4)		Ab	bVI		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
93	93	93	93a	276	276	1.0	0	0	3/4	2	1	I		Ab	bVI		I		I							M	0	0	0, 4, 1		0	0
93	93	93	93a	277	277	1.0	1/4	1/4	3/4	2	1	V6(6)		Ab	bVI		V6(6)		V		6	6				M	0	0	5, 4, 1		1	5
93	93	93	93a	278	278	2.0	1/2	1/2	3/4	2	1	V6		Ab	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
94	94	94	94a	280	280	1.0	1/4	1/4	3/4	2	1	vi7(4)		Ab	bVI		vi7(4)		vi		7	4				mm7	0	0	3, 2, 4, 1		3	3
94	94	94	94a	281	281	2.0	1/2	1/2	3/4	2	1	V43(4)/V		Ab	bVI		V43(4)/V		V		43	4	V			Mm7	0	0	3, 0, 2, 1		2	3
95	95	95	95a	283	283	0.5	1/4	1/4	3/4	2	1	V(4)|HC}		Ab	bVI		V(4)		V			4		HC	}	M	0	0	1, 0, 2		1	1
95	95	95	95a	567/2	567/2	1.5	3/8	3/8	3/4	2	1	V		Ab	bVI		V		V							M	0	0	1, 5, 2		1	1
96	96	96	96a	285	285	2.0	0	0	3/4	2	1	I{		Ab	bVI		I		I						{	M	0	0	0, 4, 1		0	0
96	96	96	96a	287	287	1.0	1/2	1/2	3/4	2	1	I(6#4)		Ab	bVI		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
97	97	97	97a	288	288	1.0	0	0	3/4	2	1	I		Ab	bVI		I		I							M	0	0	0, 4, 1		0	0
97	97	97	97a	289	289	1.0	1/4	1/4	3/4	2	1	V6(6)		Ab	bVI		V6(6)		V		6	6				M	0	0	5, 4, 1		1	5
97	97	97	97a	290	290	2.0	1/2	1/2	3/4	2	1	V6		Ab	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
98	98	98	98a	292	292	1.0	1/4	1/4	3/4	2	1	vi7(4)		Ab	bVI		vi7(4)		vi		7	4				mm7	0	0	3, 2, 4, 1		3	3
98	98	98	98a	293	293	2.0	1/2	1/2	3/4	2	1	V43(4)/V		Ab	bVI		V43(4)/V		V		43	4	V			Mm7	0	0	3, 0, 2, 1		2	3
99	99	99	99a	295	295	0.5	1/4	1/4	3/4	2	1	V(4)|HC}		Ab	bVI		V(4)		V			4		HC	}	M	0	0	1, 0, 2		1	1
99	99	99	99a	591/2	591/2	1.5	3/8	3/8	3/4	2	1	V		Ab	bVI		V		V							M	0	0	1, 5, 2		1	1
100	100	100	100a	297	297	2.0	0	0	3/4	2	1	I{		Ab	bVI		I		I						{	M	0	0	0, 4, 1		0	0
100	100	100	100a	299	299	1.0	1/2	1/2	3/4	2	1	I(6#4)		Ab	bVI		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
101	101	101	101a	300	300	1.0	0	0	3/4	2	1	I		Ab	bVI		I		I							M	0	0	0, 4, 1		0	0
101	101	101	101a	301	301	1.0	1/4	1/4	3/4	2	1	V6(6)		Ab	bVI		V6(6)		V		6	6				M	0	0	5, 4, 1		1	5
101	101	101	101a	302	302	1.0	1/2	1/2	3/4	2	1	V6		Ab	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
102	102	102	102a	303	303	2.0	0	0	3/4	2	1	iii/bVI.V(#2)		Ab	iii/bVI		V(#2)		V			#2				M	0	1	1, 3, 2		1	1
102	102	102	102a	305	305	1.0	1/2	1/2	3/4	2	1	V		Ab	iii/bVI		V		V							M	0	1	1, 5, 2		1	1
103	103	103	103a	306	306	1.0	0	0	3/4	2	1	i(#7)}		Ab	iii/bVI		i(#7)		i			#7			}	m	0	1	0, -3, 1	5	0	0
103	103	103	103a	307	307	2.0	1/4	1/4	3/4	2	1	i|IAC		Ab	iii/bVI		i		i					IAC		m	0	1	0, -3, 1		0	0
104	104	104	104a	309	309	3.0	0	0	3/4	2	1	bVI.ii{		Ab	bVI		ii		ii						{	m	0	0	2, -1, 3		2	2
105	105	105	105a	312	312	2.0	0	0	3/4	2	1	ii2(2)		Ab	bVI		ii2(2)		ii		2	2				mm7	0	0	0, 4, -1, 3		2	0
105	105	105	105a	314	314	1.0	1/2	1/2	3/4	2	1	ii2		Ab	bVI		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
106	106	106	106a	315	315	3.0	0	0	3/4	2	1	V65		Ab	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
107	107	107	107a	318	318	1.0	0	0	3/4	2	1	ii64		Ab	bVI		ii64		ii		64					m	0	0	3, 2, -1		2	3
107	107	107	107a	319	319	1.0	1/4	1/4	3/4	2	1	viio2		Ab	bVI		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
107	107	107	107a	320	320	1.0	1/2	1/2	3/4	2	1	I64}		Ab	bVI		I64		I		64				}	M	0	0	1, 0, 4		0	1
108	108	108	108a	321	321	3.0	0	0	3/4	2	1	V65/V{		Ab	bVI		V65/V		V		65		V		{	Mm7	0	0	6, 3, 0, 2		2	6
109	109	109	109a	324	324	3.0	0	0	3/4	2	1	V2		Ab	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
110	110	110	110a	327	327	4.0	0	0	3/4	2	1	I6		Ab	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
111	111	111	111a	331	331	1.0	1/4	1/4	3/4	2	1	I64		Ab	bVI		I64		I		64					M	0	0	1, 0, 4		0	1
111	111	111	111a	332	332	1.0	1/2	1/2	3/4	2	1	I|IAC}		Ab	bVI		I		I					IAC	}	M	0	0	0, 4, 1		0	0
112	112	112	112a	333	333	3.0	0	0	3/4	2	1	ii{		Ab	bVI		ii		ii						{	m	0	0	2, -1, 3		2	2
113	113	113	113a	336	336	2.0	0	0	3/4	2	1	ii2(2)		Ab	bVI		ii2(2)		ii		2	2				mm7	0	0	0, 4, -1, 3		2	0
113	113	113	113a	338	338	1.0	1/2	1/2	3/4	2	1	ii2		Ab	bVI		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
114	114	114	114a	339	339	3.0	0	0	3/4	2	1	V65		Ab	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
115	115	115	115a	342	342	1.0	0	0	3/4	2	1	ii64		Ab	bVI		ii64		ii		64					m	0	0	3, 2, -1		2	3
115	115	115	115a	343	343	1.0	1/4	1/4	3/4	2	1	viio2		Ab	bVI		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
115	115	115	115a	344	344	1.0	1/2	1/2	3/4	2	1	I64}		Ab	bVI		I64		I		64				}	M	0	0	1, 0, 4		0	1
116	116	116	116a	345	345	3.0	0	0	3/4	2	1	V65/V{		Ab	bVI		V65/V		V		65		V		{	Mm7	0	0	6, 3, 0, 2		2	6
117	117	117	117a	348	348	3.0	0	0	3/4	2	1	V2		Ab	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
118	118	118	118a	351	351	4.0	0	0	3/4	2	1	I6		Ab	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
119	119	119	119a	355	355	1.0	1/4	1/4	3/4	2	1	V43/V		Ab	bVI		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
119	119	119	119a	356	356	1.0	1/2	1/2	3/4	2	1	V|HC}		Ab	bVI		V		V					HC	}	M	0	0	1, 5, 2		1	1
120	120	120	120a	357	357	2.0	0	0	3/4	2	1	I{		Ab	bVI		I		I						{	M	0	0	0, 4, 1		0	0
120	120	120	120a	359	359	1.0	1/2	1/2	3/4	2	1	I(6#4)		Ab	bVI		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
121	121	121	121a	360	360	1.0	0	0	3/4	2	1	I		Ab	bVI		I		I							M	0	0	0, 4, 1		0	0
121	121	121	121a	361	361	1.0	1/4	1/4	3/4	2	1	V6(6)		Ab	bVI		V6(6)		V		6	6				M	0	0	5, 4, 1		1	5
121	121	121	121a	362	362	2.0	1/2	1/2	3/4	2	1	V6		Ab	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
122	122	122	122a	364	364	1.0	1/4	1/4	3/4	2	1	vi7(4)		Ab	bVI		vi7(4)		vi		7	4				mm7	0	0	3, 2, 4, 1		3	3
122	122	122	122a	365	365	2.0	1/2	1/2	3/4	2	1	V43(4)/V		Ab	bVI		V43(4)/V		V		43	4	V			Mm7	0	0	3, 0, 2, 1		2	3
