mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
7	7	7	7a	55/2	55/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	8	8a	28	28	3.0	0	0	4/4	2	1	I|PAC}{	Eb	I		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
8	8	8	8a	31	31	1.0	3/4	3/4	4/4	2	1	I64(+6)	Eb	I		I64(+6)		I		64	+6				M	0	0	1, 0, 4	3	0	1
9	9	9	9a	32	32	3.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
9	9	9	9a	35	35	1.0	3/4	3/4	4/4	2	1	I64(+6)	Eb	I		I64(+6)		I		64	+6				M	0	0	1, 0, 4	3	0	1
10	10	10	10a	36	36	3.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
10	10	10	10a	39	39	1.0	3/4	3/4	4/4	2	1	I64	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
11	11	11	11a	40	40	3.0	0	0	4/4	2	1	I[V]	Eb	I	I	V		V							M	0	0	1, 5, 2		1	1
11	11	11	11a	43	43	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
11	11	11	11a	87/2	87/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	12	12a	44	44	3.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
12	12	12	12a	47	47	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
12	12	12	12a	95/2	95/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	13	13a	48	48	3.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
13	13	13	13a	51	51	1.0	3/4	3/4	4/4	2	1	vi.Fr6	Eb	vi		Fr6	Fr	V		43	b5	V			Fr	0	1	-4, 0, 2, 6		2	-4
14	14	14	14a	52	52	2.0	0	0	4/4	2	1	V(4)}	Eb	vi		V(4)		V			4			}	M	0	1	1, 0, 2		1	1
14	14	14	14a	54	54	1.0	1/2	1/2	4/4	2	1	V|HC	Eb	vi		V		V					HC		M	0	1	1, 5, 2		1	1
14	14	14	14a	55	55	1.0	3/4	3/4	4/4	2	1	V43{	Eb	vi		V43		V		43				{	Mm7	0	1	2, -1, 1, 5		1	2
15	15	15	15a	56	56	2.0	0	0	4/4	2	1	i[i	Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
15	15	15	15a	58	58	2.0	1/2	1/2	4/4	2	1	V7	Eb	vi	i	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
16	16	16	16a	60	60	1.0	0	0	4/4	2	1	i	Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
16	16	16	16a	61	61	3.0	1/4	1/4	4/4	2	1	V7	Eb	vi	i	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
17	17	17	17a	64	64	2.0	0	0	4/4	2	1	i	Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
17	17	17	17a	66	66	1.5	1/2	1/2	4/4	2	1	V7(#9)	Eb	vi	i	V7(#9)		V		7	#9				Mm7	0	1	1, 5, 2, -1	3	1	1
17	17	17	17a	135/2	135/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	vi	i	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
18	18	18	18a	68	68	6.0	0	0	4/4	2	1	i}	Eb	vi	i	i		i						}	m	0	1	0, -3, 1		0	0
18	18	18	18a	71	71	0.0	3/4	3/4	4/4	2	1	{	Eb	vi	i									{		0	1				
19	19	19	19a	74	74	2.0	1/2	1/2	4/4	2	1	V	Eb	vi	i	V		V							M	0	1	1, 5, 2		1	1
20	20	20	20a	76	76	2.0	0	0	4/4	2	1	i	Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
20	20	20	20a	78	78	2.0	1/2	1/2	4/4	2	1	V	Eb	vi	i	V		V							M	0	1	1, 5, 2		1	1
21	21	21	21a	80	80	3.0	0	0	4/4	2	1	i	Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
21	21	21	21a	83	83	1.0	3/4	3/4	4/4	2	1	V	Eb	vi	i	V		V							M	0	1	1, 5, 2		1	1
22	22	22	22a	84	84	1.0	0	0	4/4	2	1	i]}	Eb	vi	i	i		i						}	m	0	1	0, -3, 1		0	0
22	22	22	22a	169/2	169/2	0.0	1/8	1/8	4/4	2	1	{	Eb	vi										{		0	1				
22	22	22	22a	85	85	2.0	1/4	1/4	4/4	2	1	iv	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
22	22	22	22a	87	87	1.0	3/4	3/4	4/4	2	1	I.V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
23	23	23	23a	88	88	0.5	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
23	23	23	23a	177/2	177/2	0.5	1/8	1/8	4/4	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
23	23	23	23a	89	89	2.0	1/4	1/4	4/4	2	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
23	23	23	23a	91	91	1.0	3/4	3/4	4/4	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
24	24	24	24a	92	92	1.0	0	0	4/4	2	1	I|IAC}	Eb	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
24	24	24	24a	93	93	1.0	1/4	1/4	4/4	2	1	vi.i{	Eb	vi		i		i						{	m	0	1	0, -3, 1		0	0
24	24	24	24a	94	94	1.0	1/2	1/2	4/4	2	1	V6	Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
24	24	24	24a	95	95	1.0	3/4	3/4	4/4	2	1	Fr6	Eb	vi		Fr6	Fr	V		43	b5	V			Fr	0	1	-4, 0, 2, 6		2	-4
25	25	25	25a	96	96	1.0	0	0	4/4	2	1	V	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
25	25	25	25a	97	97	1.0	1/4	1/4	4/4	2	1	#viio43	Eb	vi		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
25	25	25	25a	98	98	1.0	1/2	1/2	4/4	2	1	i6	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
25	25	25	25a	99	99	1.0	3/4	3/4	4/4	2	1	V43	Eb	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
26	26	26	26a	100	100	1.0	0	0	4/4	2	1	i}	Eb	vi		i		i						}	m	0	1	0, -3, 1		0	0
26	26	26	26a	201/2	201/2	0.0	1/8	1/8	4/4	2	1	{	Eb	vi										{		0	1				
26	26	26	26a	101	101	2.0	1/4	1/4	4/4	2	1	iv	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
26	26	26	26a	103	103	1.0	3/4	3/4	4/4	2	1	I.V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
27	27	27	27a	104	104	0.5	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
27	27	27	27a	209/2	209/2	0.5	1/8	1/8	4/4	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
27	27	27	27a	105	105	2.0	1/4	1/4	4/4	2	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
27	27	27	27a	107	107	1.0	3/4	3/4	4/4	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
28	28	28	28a	108	108	2.0	0	0	4/4	2	1	I|IAC}	Eb	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
28	28	28	28a	109	109	0.0	1/4	1/4	4/4	2	1	{	Eb	I										{		0	0				
28	28	28	28a	110	110	1.0	1/2	1/2	4/4	2	1	V43(4)	Eb	I		V43(4)		V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
28	28	28	28a	111	111	1.0	3/4	3/4	4/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
29	29	29	29a	112	112	1.0	0	0	4/4	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
29	29	29	29a	113	113	1.0	1/4	1/4	4/4	2	1	vi.V	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
29	29	29	29a	114	114	1.0	1/2	1/2	4/4	2	1	V43(4)/V	Eb	vi		V43(4)/V		V		43	4	V			Mm7	0	1	3, 0, 2, 1		2	3
29	29	29	29a	115	115	1.0	3/4	3/4	4/4	2	1	V6	Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
30	30	30	30a	116	116	0.5	0	0	4/4	2	1	i}	Eb	vi		i		i						}	m	0	1	0, -3, 1		0	0
30	30	30	30a	233/2	233/2	0.5	1/8	1/8	4/4	2	1	V.ii2{	Eb	V		ii2		ii		2				{	mm7	0	0	0, 2, -1, 3		2	0
30	30	30	30a	117	117	2.0	1/4	1/4	4/4	2	1	V6	Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
30	30	30	30a	119	119	1.0	3/4	3/4	4/4	2	1	V+6	Eb	V		V+6		V	+	6					+	0	0	5, 9, 1		1	5
31	31	31	31a	120	120	0.5	0	0	4/4	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
31	31	31	31a	241/2	241/2	0.5	1/8	1/8	4/4	2	1	ii2	Eb	V		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
31	31	31	31a	121	121	2.0	1/4	1/4	4/4	2	1	V6	Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
31	31	31	31a	123	123	1.0	3/4	3/4	4/4	2	1	V+6	Eb	V		V+6		V	+	6					+	0	0	5, 9, 1		1	5
32	32	32	32a	124	124	1.0	0	0	4/4	2	1	I[I|IAC}{	Eb	V	I	I		I					IAC	}{	M	0	0	0, 4, 1		0	0
32	32	32	32a	125	125	1.0	1/4	1/4	4/4	2	1	viio43	Eb	V	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
32	32	32	32a	126	126	1.0	1/2	1/2	4/4	2	1	I	Eb	V	I	I		I							M	0	0	0, 4, 1		0	0
32	32	32	32a	127	127	1.0	3/4	3/4	4/4	2	1	viio43	Eb	V	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
33	33	33	33a	128	128	1.0	0	0	4/4	2	1	I	Eb	V	I	I		I							M	0	0	0, 4, 1		0	0
33	33	33	33a	129	129	1.0	1/4	1/4	4/4	2	1	viio65	Eb	V	I	viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
33	33	33	33a	130	130	1.0	1/2	1/2	4/4	2	1	I	Eb	V	I	I		I							M	0	0	0, 4, 1		0	0
33	33	33	33a	131	131	1.0	3/4	3/4	4/4	2	1	viio43	Eb	V	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
34	34	34	34a	132	132	1.0	0	0	4/4	2	1	I	Eb	V	I	I		I							M	0	0	0, 4, 1		0	0
34	34	34	34a	133	133	1.0	1/4	1/4	4/4	2	1	viio65	Eb	V	I	viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
34	34	34	34a	134	134	1.0	1/2	1/2	4/4	2	1	I	Eb	V	I	I		I							M	0	0	0, 4, 1		0	0
34	34	34	34a	135	135	1.0	3/4	3/4	4/4	2	1	viio2	Eb	V	I	viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
35	35	35	35a	136	136	1.0	0	0	4/4	2	1	I	Eb	V	I	I		I							M	0	0	0, 4, 1		0	0
35	35	35	35a	137	137	1.0	1/4	1/4	4/4	2	1	viio2	Eb	V	I	viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
35	35	35	35a	138	138	1.0	1/2	1/2	4/4	2	1	I	Eb	V	I	I		I							M	0	0	0, 4, 1		0	0
35	35	35	35a	139	139	1.0	3/4	3/4	4/4	2	1	viio2	Eb	V	I	viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
36	36	36	36a	140	140	4.0	0	0	4/4	2	1	I]|IAC}	Eb	V	I	I		I					IAC	}	M	0	0	0, 4, 1		0	0
37	37	37	37a	144	144	1.0	0	0	4/4	2	1	I.I{	Eb	I		I		I						{	M	0	0	0, 4, 1		0	0
37	37	37	37a	145	145	1.0	1/4	1/4	4/4	2	1	I(6#4)	Eb	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
37	37	37	37a	146	146	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
37	37	37	37a	147	147	1.0	3/4	3/4	4/4	2	1	I64(+6)	Eb	I		I64(+6)		I		64	+6				M	0	0	1, 0, 4	3	0	1
38	38	38	38a	148	148	1.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
38	38	38	38a	149	149	1.0	1/4	1/4	4/4	2	1	I(6#4)	Eb	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
38	38	38	38a	150	150	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
38	38	38	38a	151	151	1.0	3/4	3/4	4/4	2	1	I64(+6)	Eb	I		I64(+6)		I		64	+6				M	0	0	1, 0, 4	3	0	1
39	39	39	39a	152	152	1.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
39	39	39	39a	153	153	1.0	1/4	1/4	4/4	2	1	I(6#4)	Eb	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
39	39	39	39a	154	154	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
39	39	39	39a	155	155	1.0	3/4	3/4	4/4	2	1	I64	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
40	40	40	40a	156	156	1.0	0	0	4/4	2	1	I[V	Eb	I	I	V		V							M	0	0	1, 5, 2		1	1
40	40	40	40a	157	157	1.0	1/4	1/4	4/4	2	1	V(64#2)	Eb	I	I	V(64#2)		V			64#2				M	0	0	1, 10, 0, 4		1	1
40	40	40	40a	158	158	1.0	1/2	1/2	4/4	2	1	V6]	Eb	I	I	V6		V		6					M	0	0	5, 2, 1		1	5
40	40	40	40a	159	159	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
40	40	40	40a	319/2	319/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	41	41	41a	160	160	1.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
41	41	41	41a	161	161	1.0	1/4	1/4	4/4	2	1	I(6#4)	Eb	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
41	41	41	41a	162	162	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
41	41	41	41a	163	163	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
41	41	41	41a	327/2	327/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	42	42	42a	164	164	1.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
42	42	42	42a	165	165	1.0	1/4	1/4	4/4	2	1	I(6#4)	Eb	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
42	42	42	42a	166	166	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
42	42	42	42a	167	167	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
42	42	42	42a	335/2	335/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	43	43a	168	168	1.0	0	0	4/4	2	1	I|IAC}	Eb	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
43	43	43	43a	169	169	1.0	1/4	1/4	4/4	2	1	I(6#4)	Eb	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
43	43	43	43a	170	170	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
43	43	43	43a	171	171	0.5	3/4	3/4	4/4	2	1	V7(9){	Eb	I		V7(9)		V		7	9			{	Mm7	0	0	1, 5, 2, -1	3	1	1
43	43	43	43a	343/2	343/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	44	44	44a	172	172	1.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
44	44	44	44a	173	173	1.0	1/4	1/4	4/4	2	1	I(6#4)	Eb	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
44	44	44	44a	174	174	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
44	44	44	44a	175	175	1.0	3/4	3/4	4/4	2	1	I64(+6)	Eb	I		I64(+6)		I		64	+6				M	0	0	1, 0, 4	3	0	1
45	45	45	45a	176	176	1.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
45	45	45	45a	177	177	1.0	1/4	1/4	4/4	2	1	I(6#4)	Eb	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
45	45	45	45a	178	178	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
45	45	45	45a	179	179	1.0	3/4	3/4	4/4	2	1	I64(+6)	Eb	I		I64(+6)		I		64	+6				M	0	0	1, 0, 4	3	0	1
46	46	46	46a	180	180	1.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
46	46	46	46a	181	181	1.0	1/4	1/4	4/4	2	1	I(6#4)	Eb	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
46	46	46	46a	182	182	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
46	46	46	46a	183	183	1.0	3/4	3/4	4/4	2	1	I64	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
47	47	47	47a	184	184	1.0	0	0	4/4	2	1	I[V	Eb	I	I	V		V							M	0	0	1, 5, 2		1	1
47	47	47	47a	185	185	1.0	1/4	1/4	4/4	2	1	V(64#2)	Eb	I	I	V(64#2)		V			64#2				M	0	0	1, 10, 0, 4		1	1
47	47	47	47a	186	186	1.0	1/2	1/2	4/4	2	1	V6]	Eb	I	I	V6		V		6					M	0	0	5, 2, 1		1	5
47	47	47	47a	187	187	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
47	47	47	47a	375/2	375/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	48	48	48a	188	188	1.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
48	48	48	48a	189	189	1.0	1/4	1/4	4/4	2	1	I(6#4)	Eb	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
48	48	48	48a	190	190	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
48	48	48	48a	191	191	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
48	48	48	48a	383/2	383/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	49	49	49a	192	192	1.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
49	49	49	49a	193	193	1.0	1/4	1/4	4/4	2	1	I(6#4)	Eb	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
49	49	49	49a	194	194	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
49	49	49	49a	195	195	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
49	49	49	49a	391/2	391/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	50	50	50a	196	196	1.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
50	50	50	50a	197	197	1.0	1/4	1/4	4/4	2	1	I(6#4)	Eb	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
50	50	50	50a	198	198	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
50	50	50	50a	199	199	0.5	3/4	3/4	4/4	2	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
50	50	50	50a	399/2	399/2	0.5	7/8	7/8	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	51	51	51a	200	200	1.0	0	0	4/4	2	1	I|IAC}	Eb	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
51	51	51	51a	201	201	1.0	1/4	1/4	4/4	2	1	I(6#4)	Eb	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
51	51	51	51a	202	202	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
51	51	51	51a	203	203	1.0	3/4	3/4	4/4	2	1	I64	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
52	52	52	52a	204	204	1.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
52	52	52	52a	205	205	1.0	1/4	1/4	4/4	2	1	I(6#4)	Eb	I		I(6#4)		I			6#4				M	0	0	0, 4, 6, 3		0	0
52	52	52	52a	206	206	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
52	52	52	52a	207	207	1.0	3/4	3/4	4/4	2	1	I64	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
53	53	53	53a	208	208	16.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
