mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
50	50	50	50a	599/3	599/3	0.3333333333333428	11/12	11/12	4/4	2	1	i|PAC		d	i		i	i					PAC		m	1	1	0, -3, 1		0	0
51	51	51	51a	200	200	2.0	0	0	4/4	2	1	iv64{	i(64){	d	i		iv64	iv		64				{	m	1	1	0, -1, -4		-1	0
51	51	51	51a	202	202	2.0	1/2	1/2	4/4	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
52	52	52	52a	204	204	2.0	0	0	4/4	2	1	ii%2	i(964)	d	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
52	52	52	52a	206	206	0.6666666666666572	1/2	1/2	4/4	2	1	i(9)}		d	i		i(9)	i			9			}	m	1	1	0, -3, 1	2	0	0
52	52	52	52a	620/3	620/3	1.0	2/3	2/3	4/4	2	1	i(#7)		d	i		i(#7)	i			#7				m	1	1	0, -3, 1	5	0	0
52	52	52	52a	623/3	623/3	0.3333333333333428	11/12	11/12	4/4	2	1	i|PAC		d	i		i	i					PAC		m	1	1	0, -3, 1		0	0
53	53	53	53a	208	208	2.0	0	0	4/4	2	1	ii%2{	i(964){	d	i		ii%2	ii	%	2				{	%7	1	1	0, 2, -1, -4		2	0
53	53	53	53a	210	210	2.0	1/2	1/2	4/4	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
54	54	54	54a	212	212	2.0	0	0	4/4	2	1	ii%2	i(964)	d	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
54	54	54	54a	214	214	10.0	1/2	1/2	4/4	2	1	i}		d	i		i	i						}	m	1	1	0, -3, 1		0	0
