mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
7	7	12	12	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	57									11		
7	7	13	13	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	58									11		
8	8	14	14	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	59									12		2
8	8	57/4	57/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	60									12		2
8	8	29/2	29/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	61									12		2
8	8	59/4	59/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	62											2
8	8	15	15	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	63		articAccentAbove							13		2
8	8	63/4	63/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	64											2
8	8	29/2	29/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	65											
8	8	31/2	31/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	66											
8	8	14	14	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	67											
8	8	15	15	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	68											
9	9	16	16	0.0	0	0	Spanner	2/4	1	1	0															
9	9	16	16	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	69									14		
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	70											
9	9	17	17	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	71									15		
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	72											
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	73											
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	74											
9	9	65/4	65/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	75									16		
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	76									16		
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	77											
9	9	17	17	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	78									17		
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	79											
9	9	16	16	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	80											
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	81											
10	10	18	18	0.0	0	0	Spanner	2/4	1	1	0														0	
10	10	18	18	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	82		articStaccatoAbove							18	0	
10	10	73/4	73/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	83		articStaccatoAbove							18	0	
10	10	37/2	37/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	84		articStaccatoAbove							18	0	
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	85		articStaccatoAbove								0	
10	10	19	19	0.0	1/4	1/4	Spanner	2/4	1	1	0															
10	10	19	19	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	86		articAccentAbove							19		
10	10	79/4	79/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	87									19		
10	10	19	19	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	88											
10	10	18	18	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	89											
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	90											
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	91											
10	10	19	19	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	92											
11	11	20	20	0.0	0	0	StaffText	2/4	1	1	0							un pochetino più mosso								
11	11	20	20	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	93											
11	11	21	21	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	94											
11	11	21	21	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	95											
11	11	21	21	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	96									20		
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	97											
11	11	20	20	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	98											
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	99											
11	11	20	20	0.0	0	0	StaffText	2/4	2	1	0							"<i><font size=""12""/>poco più</i>"								
11	11	20	20	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	100											
11	11	21	21	0.0	1/4	1/4	Dynamic	2/4	2	1	0					f										
11	11	21	21	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	101											
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	102											
12	12	22	22	0.0	0	0	Spanner	2/4	1	1	0															3
12	12	22	22	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	103		articStaccatoAbove									3
12	12	89/4	89/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	104		articStaccatoAbove									3
12	12	45/2	45/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	105		articStaccatoAbove									3
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	106		articStaccatoAbove									3
12	12	23	23	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	107		articStaccatoAbove									3
12	12	93/4	93/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	108		articStaccatoAbove									3
12	12	47/2	47/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	109		articStaccatoAbove									3
12	12	95/4	95/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	110		articStaccatoAbove									3
12	12	22	22	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	111											
12	12	23	23	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	112											
12	12	22	22	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	113											
12	12	45/2	45/2	1.0	1/8	1/8	Chord	2/4	2	2	1/4		1/4	1	114											
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	115											
13	13	24	24	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	116											3
13	13	24	24	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	117									21		3
13	13	99/4	99/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	118											3
13	13	25	25	0.0	1/4	1/4	Chord	2/4	1	1	0	acciaccatura	1/8	1	119											3
13	13	25	25	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	120		articStaccatoAbove									3
13	13	101/4	101/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	121		articStaccatoAbove									3
13	13	51/2	51/2	0.0	3/8	3/8	Chord	2/4	1	1	0	acciaccatura	1/8	1	122											3
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	123		articStaccatoAbove									3
13	13	103/4	103/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	124		articStaccatoAbove									3
13	13	24	24	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	125											
13	13	25	25	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	126											
13	13	24	24	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	127											
13	13	49/2	49/2	1.0	1/8	1/8	Chord	2/4	2	2	1/4		1/4	1	128											
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	129											
14	14	26	26	0.0	0	0	Spanner	2/4	1	1	0															
14	14	26	26	0.0	0	0	Spanner	2/4	1	1	0														1	
14	14	26	26	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	130										1	
14	14	26	26	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	131										1	
14	14	105/4	105/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	132										1	
14	14	107/4	107/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	133										1	
14	14	27	27	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	134										1	
14	14	109/4	109/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	135										1	
14	14	111/4	111/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	136										1	
14	14	26	26	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	137											
14	14	27	27	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	138											
14	14	26	26	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	139											
14	14	53/2	53/2	1.0	1/8	1/8	Chord	2/4	2	2	1/4		1/4	1	140											
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	141											
15	15	28	28	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	142										1	
15	15	113/4	113/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	143										1	
15	15	115/4	115/4	0.0	3/16	3/16	Spanner	2/4	1	1	0															
15	15	115/4	115/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	144											
15	15	29	29	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	145											
15	15	29	29	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	146											
15	15	29	29	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	147									22		
15	15	119/4	119/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	148											
15	15	28	28	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	149											
15	15	29	29	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	150											
15	15	28	28	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	151											
15	15	57/2	57/2	1.0	1/8	1/8	Chord	2/4	2	2	1/4		1/4	1	152											
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	153											
16	16	30	30	0.0	0	0	Spanner	2/4	1	1	0															4
16	16	30	30	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	154		articStaccatoAbove									4
16	16	121/4	121/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	155		articStaccatoAbove									4
16	16	61/2	61/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	156		articStaccatoAbove									4
16	16	123/4	123/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	157		articStaccatoAbove									4
16	16	31	31	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	158		articStaccatoAbove									4
16	16	125/4	125/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	159		articStaccatoAbove									4
16	16	63/2	63/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	160		articStaccatoAbove									4
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	161		articStaccatoAbove									4
16	16	30	30	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	162											
16	16	31	31	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	163											
16	16	30	30	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	164											
16	16	61/2	61/2	1.0	1/8	1/8	Chord	2/4	2	2	1/4		1/4	1	165											
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	166											
17	17	32	32	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	167											4
17	17	32	32	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	168									23		4
17	17	131/4	131/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	169											4
17	17	33	33	0.0	1/4	1/4	Chord	2/4	1	1	0	acciaccatura	1/8	1	170											4
17	17	33	33	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	171		articStaccatoAbove									4
17	17	133/4	133/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	172		articStaccatoAbove									4
17	17	67/2	67/2	0.0	3/8	3/8	Chord	2/4	1	1	0	acciaccatura	1/8	1	173											4
17	17	67/2	67/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	174		articStaccatoAbove									4
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	175		articStaccatoAbove									4
17	17	32	32	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	176											
17	17	33	33	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	177											
17	17	32	32	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	178											
17	17	65/2	65/2	1.0	1/8	1/8	Chord	2/4	2	2	1/4		1/4	1	179											
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	180											
18	18	34	34	0.0	0	0	Spanner	2/4	1	1	0															
18	18	34	34	0.0	0	0	Spanner	2/4	1	1	0														2	
18	18	34	34	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	181										2	
18	18	34	34	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	182										2	
18	18	137/4	137/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	183										2	
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	184										2	
18	18	35	35	0.0	1/4	1/4	Chord	2/4	1	1	0	acciaccatura	1/8	1	185										2	
18	18	35	35	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	186		articStaccatoBelow								2	
18	18	141/4	141/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	187		articStaccatoBelow								2	
18	18	71/2	71/2	0.0	3/8	3/8	Chord	2/4	1	1	0	acciaccatura	1/8	1	188										2	
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	189		articStaccatoBelow								2	
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	190		articStaccatoBelow								2	
18	18	34	34	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	191											
18	18	35	35	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	192											
18	18	34	34	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	193											
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	194											
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	195											
19	19	36	36	0.0	0	0	Spanner	2/4	1	1	0															
19	19	36	36	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	196											
19	19	36	36	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	197											
19	19	145/4	145/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	198									24		
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	199											
19	19	37	37	0.0	1/4	1/4	Spanner	2/4	1	1	0															5
19	19	37	37	0.0	1/4	1/4	Chord	2/4	1	1	0	appoggiatura	1/16	1	200											5
19	19	37	37	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	201											5
19	19	37	37	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	202									25		5
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	203											5
19	19	36	36	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	204											
19	19	37	37	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	205											
19	19	36	36	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	206											
19	19	73/2	73/2	1.0	1/8	1/8	Chord	2/4	2	2	1/4		1/4	1	207											
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	208											
20	20	38	38	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	209		articStaccatoBelow									5
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	210		articStaccatoBelow									5
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	211		articStaccatoBelow									5
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	212		articStaccatoBelow									5
20	20	39	39	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	213		articStaccatoBelow									5
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	214		articStaccatoBelow									5
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	215		articStaccatoBelow									5
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	216		articStaccatoBelow									5
20	20	38	38	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	217											
20	20	39	39	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	218											
20	20	38	38	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	219											
20	20	77/2	77/2	1.0	1/8	1/8	Chord	2/4	2	2	1/4		1/4	1	220											
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	221											
21	21	40	40	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	222											5
21	21	40	40	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	223									26		5
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	224											5
21	21	41	41	0.0	1/4	1/4	Spanner	2/4	1	1	0															
21	21	41	41	0.0	1/4	1/4	Chord	2/4	1	1	0	acciaccatura	1/8	1	225											
21	21	41	41	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	226		articStaccatoAbove									
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	227		articStaccatoAbove									
21	21	83/2	83/2	0.0	3/8	3/8	Chord	2/4	1	1	0	acciaccatura	1/8	1	228											
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	229		articStaccatoAbove									
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	230		articStaccatoAbove									
21	21	40	40	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	231											
21	21	41	41	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	232											
21	21	40	40	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	233											
21	21	81/2	81/2	1.0	1/8	1/8	Chord	2/4	2	2	1/4		1/4	1	234											
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	235											
22	22	42	42	0.0	0	0	Spanner	2/4	1	1	0														3	
22	22	42	42	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	236										3	
22	22	42	42	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	237										3	
22	22	169/4	169/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	238									27	3	
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	239										3	
22	22	43	43	0.0	1/4	1/4	Chord	2/4	1	1	0	acciaccatura	1/8	1	240										3	
22	22	43	43	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	241		articStaccatoBelow								3	
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	242		articStaccatoBelow								3	
22	22	87/2	87/2	0.0	3/8	3/8	Chord	2/4	1	1	0	acciaccatura	1/8	1	243										3	
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	244		articStaccatoBelow								3	
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	245		articStaccatoBelow								3	
22	22	42	42	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	246											
22	22	43	43	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	247											
22	22	42	42	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	248											
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	249											
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	250											
23	23	44	44	0.0	0	0	Spanner	2/4	1	1	0															
23	23	44	44	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	251											
23	23	44	44	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	252									28		
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	253											
