mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
71	71	195	195	1.0	0	0	Chord	9/8	2	2	1/4	1/4	1	813				190			
71	71	196	196	0.5	1/4	1/4	Chord	9/8	2	2	1/8	1/8	1	814							
71	71	393/2	393/2	1.5	3/8	3/8	Chord	9/8	2	2	3/8	1/4	3/2	815							
71	71	198	198	1.5	3/4	3/4	Chord	9/8	2	2	3/8	1/4	3/2	816							
72	72	399/2	399/2	1.0	0	0	Chord	9/8	1	1	1/4	1/4	1	817				191			
72	72	401/2	401/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	818							
72	72	201	201	1.5	3/8	3/8	Chord	9/8	1	1	3/8	1/4	3/2	819							
72	72	405/2	405/2	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	820				192			
72	72	407/2	407/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	821							
72	72	399/2	399/2	1.5	0	0	Chord	9/8	1	2	3/8	1/4	3/2	822							
72	72	201	201	1.5	3/8	3/8	Chord	9/8	1	2	3/8	1/4	3/2	823							
72	72	405/2	405/2	1.5	3/4	3/4	Chord	9/8	1	2	3/8	1/4	3/2	824							
72	72	399/2	399/2	0.0	0	0	Spanner	9/8	2	1	0									4	
72	72	399/2	399/2	1.5	0	0	Chord	9/8	2	1	3/8	1/4	3/2	825						4	
72	72	201	201	1.5	3/8	3/8	Chord	9/8	2	1	3/8	1/4	3/2	826						4	
72	72	405/2	405/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	827						4	
73	73	204	204	1.5	0	0	Chord	9/8	1	1	3/8	1/4	3/2	828							
73	73	411/2	411/2	1.0	3/8	3/8	Chord	9/8	1	1	1/4	1/4	1	829				193			
73	73	413/2	413/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	830							
73	73	207	207	1.5	3/4	3/4	Chord	9/8	1	1	3/8	1/4	3/2	831							
73	73	204	204	1.5	0	0	Chord	9/8	1	2	3/8	1/4	3/2	832							
73	73	411/2	411/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8	1/4	3/2	833							
73	73	207	207	1.5	3/4	3/4	Chord	9/8	1	2	3/8	1/4	3/2	834							
73	73	204	204	1.5	0	0	Chord	9/8	2	1	3/8	1/4	3/2	835						4	
73	73	411/2	411/2	0.0	3/8	3/8	StaffText	9/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>poco cresc."			4	
73	73	411/2	411/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8	1/4	3/2	836						4	
73	73	207	207	0.0	3/4	3/4	Spanner	9/8	2	1	0										
73	73	207	207	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	837							
74	74	417/2	417/2	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	838				194			
74	74	209	209	0.5	1/8	1/8	Chord	9/8	1	1	1/8	1/8	1	839				194			
74	74	419/2	419/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	840							
74	74	210	210	1.0	3/8	3/8	Chord	9/8	1	1	1/4	1/4	1	841							
74	74	211	211	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	842							
74	74	423/2	423/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	843				195			
74	74	212	212	0.5	7/8	7/8	Chord	9/8	1	1	1/8	1/8	1	844				195			
74	74	425/2	425/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	845							
74	74	417/2	417/2	1.5	0	0	Chord	9/8	1	2	3/8	1/4	3/2	846							
74	74	210	210	1.5	3/8	3/8	Chord	9/8	1	2	3/8	1/4	3/2	847							
74	74	423/2	423/2	1.5	3/4	3/4	Chord	9/8	1	2	3/8	1/4	3/2	848							
74	74	417/2	417/2	1.5	0	0	Chord	9/8	2	1	3/8	1/4	3/2	849							
74	74	210	210	1.5	3/8	3/8	Chord	9/8	2	1	3/8	1/4	3/2	850							
74	74	423/2	423/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	851							
75	75	213	213	1.0	0	0	Chord	9/8	1	1	1/4	1/4	1	852							
75	75	214	214	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	853							
75	75	429/2	429/2	0.0	3/8	3/8	Dynamic	9/8	1	1	0				pp						
75	75	429/2	429/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	854				196			
75	75	215	215	0.0	1/2	1/2	StaffText	9/8	1	1	0						"<font size=""12.2776""/><font face=""Plantin MT Std""/><b>poco riten.</b>"	196			
75	75	215	215	0.5	1/2	1/2	Chord	9/8	1	1	1/8	1/8	1	855				196			
75	75	431/2	431/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	856							
75	75	216	216	1.5	3/4	3/4	Chord	9/8	1	1	3/8	1/4	3/2	857							
75	75	213	213	1.5	0	0	Chord	9/8	1	2	3/8	1/4	3/2	858							
75	75	429/2	429/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8	1/4	3/2	859							
75	75	216	216	1.5	3/4	3/4	Chord	9/8	1	2	3/8	1/4	3/2	860							
75	75	213	213	1.5	0	0	Chord	9/8	2	1	3/8	1/4	3/2	861							
75	75	429/2	429/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8	1/4	3/2	862							
75	75	216	216	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	863				197			
75	75	433/2	433/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8	1/8	1	864				197			
75	75	217	217	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	865							
75	75	213	213	1.5	0	0	Chord	9/8	2	2	3/8	1/4	3/2	866							
75	75	429/2	429/2	1.5	3/8	3/8	Chord	9/8	2	2	3/8	1/4	3/2	867							
75	75	216	216	1.5	3/4	3/4	Chord	9/8	2	2	3/8	1/4	3/2	868							
76	76	218	218	0.0	1/8	1/8	Spanner	9/8	1	1	0										1
76	76	218	218	0.5	1/8	1/8	Chord	9/8	1	1	1/8	1/8	1	869				198			1
76	76	437/2	437/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	870				198			1
76	76	219	219	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	871							1
76	76	439/2	439/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8	1/8	1	872				199			1
76	76	220	220	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	873				199			1
76	76	441/2	441/2	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	874							1
76	76	443/2	443/2	0.0	1	1	Spanner	9/8	1	1	0										
76	76	441/2	441/2	1.0	3/4	3/4	Chord	9/8	1	2	1/4	1/4	1	875							
76	76	435/2	435/2	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	876							
76	76	441/2	441/2	1.0	3/4	3/4	Chord	9/8	2	1	1/4	1/4	1	877							
76	76	435/2	435/2	3.0	0	0	Chord	9/8	2	2	3/4	1/2	3/2	878							
76	76	441/2	441/2	1.0	3/4	3/4	Chord	9/8	2	2	1/4	1/4	1	879							
77	77	222	222	0.0	0	0	Dynamic	9/8	1	1	0				p						
77	77	222	222	0.0	0	0	StaffText	9/8	1	1	0						"<font size=""12.2776""/><font face=""Plantin MT Std""/><b>a tempo</b>"				
77	77	222	222	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	880				200			
77	77	445/2	445/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8	1/8	1	881				200			
77	77	223	223	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	882				200			
77	77	447/2	447/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	883				200			
77	77	224	224	0.5	1/2	1/2	Chord	9/8	1	1	1/8	1/8	1	884				200			
77	77	449/2	449/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	885				200			
77	77	225	225	1.5	3/4	3/4	Chord	9/8	1	1	3/8	1/4	3/2	886							
77	77	222	222	3.0	0	0	Chord	9/8	1	2	3/4	1/2	3/2	887							
77	77	225	225	1.5	3/4	3/4	Chord	9/8	1	2	3/8	1/4	3/2	888							
77	77	222	222	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	889							
77	77	225	225	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	890							
77	77	222	222	3.0	0	0	Chord	9/8	2	2	3/4	1/2	3/2	891							
77	77	225	225	1.5	3/4	3/4	Chord	9/8	2	2	3/8	1/4	3/2	892							
78	78	227	227	0.5	1/8	1/8	Chord	9/8	2	1	1/8	1/8	1	893		articStaccatoAbove		201			
78	78	455/2	455/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	894		articStaccatoAbove		201			
78	78	228	228	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	895		articStaccatoBelow		201			
78	78	457/2	457/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8	1/8	1	896		articStaccatoBelow		201			
78	78	229	229	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	897		articStaccatoBelow		201			
78	78	459/2	459/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	898		articStaccatoBelow		201			
78	78	230	230	0.5	7/8	7/8	Chord	9/8	2	1	1/8	1/8	1	899		articStaccatoBelow		201			
78	78	461/2	461/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	900		articStaccatoBelow					
79	79	231	231	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	901				202			
79	79	463/2	463/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8	1/8	1	902				202			
79	79	232	232	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	903				202			
79	79	465/2	465/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	904				202			
79	79	233	233	0.5	1/2	1/2	Chord	9/8	1	1	1/8	1/8	1	905				202			
79	79	467/2	467/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	906				202			
79	79	234	234	1.5	3/4	3/4	Chord	9/8	1	1	3/8	1/4	3/2	907							
79	79	231	231	3.0	0	0	Chord	9/8	1	2	3/4	1/2	3/2	908							
79	79	234	234	1.5	3/4	3/4	Chord	9/8	1	2	3/8	1/4	3/2	909							
79	79	231	231	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	910							
79	79	234	234	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	911							
80	80	236	236	0.5	1/8	1/8	Chord	9/8	2	1	1/8	1/8	1	912		articStaccatoAbove		203			
80	80	473/2	473/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	913		articStaccatoAbove		203			
80	80	237	237	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	914		articStaccatoAbove		203			
80	80	475/2	475/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8	1/8	1	915		articStaccatoAbove		203			
80	80	238	238	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	916		articStaccatoAbove		203			
80	80	477/2	477/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	917		articStaccatoBelow		203			
80	80	239	239	0.5	7/8	7/8	Chord	9/8	2	1	1/8	1/8	1	918		articStaccatoBelow		203			
80	80	479/2	479/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	919		articStaccatoBelow					
81	81	240	240	1.0	0	0	Chord	9/8	1	1	1/4	1/4	1	920				204			
81	81	241	241	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	921							
81	81	483/2	483/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8	1/4	3/2	922							
81	81	243	243	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	923				205			
81	81	244	244	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	924							
81	81	240	240	1.5	0	0	Chord	9/8	1	2	3/8	1/4	3/2	925							
81	81	483/2	483/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8	1/4	3/2	926							
81	81	243	243	1.5	3/4	3/4	Chord	9/8	1	2	3/8	1/4	3/2	927							
81	81	240	240	0.0	0	0	Dynamic	9/8	2	1	0				p						
81	81	240	240	0.0	0	0	StaffText	9/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>espress."				
81	81	240	240	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	928							
81	81	243	243	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	929							
81	81	240	240	1.5	0	0	Chord	9/8	2	2	3/8	1/4	3/2	930							
81	81	483/2	483/2	1.5	3/8	3/8	Chord	9/8	2	2	3/8	1/4	3/2	931							
81	81	243	243	1.5	3/4	3/4	Chord	9/8	2	2	3/8	1/4	3/2	932				206			
82	82	489/2	489/2	0.0	0	0	Spanner	9/8	1	1	0									5	
82	82	489/2	489/2	1.5	0	0	Chord	9/8	1	1	3/8	1/4	3/2	933						5	
82	82	246	246	1.0	3/8	3/8	Chord	9/8	1	1	1/4	1/4	1	934				207		5	
82	82	247	247	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	935						5	
82	82	495/2	495/2	0.0	3/4	3/4	Spanner	9/8	1	1	0										
82	82	495/2	495/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8	1/4	3/2	936							
82	82	489/2	489/2	1.5	0	0	Chord	9/8	1	2	3/8	1/4	3/2	937							
82	82	246	246	1.5	3/8	3/8	Chord	9/8	1	2	3/8	1/4	3/2	938							
82	82	495/2	495/2	1.5	3/4	3/4	Chord	9/8	1	2	3/8	1/4	3/2	939							
82	82	489/2	489/2	1.5	0	0	Chord	9/8	2	1	3/8	1/4	3/2	940							
82	82	246	246	1.5	3/8	3/8	Chord	9/8	2	1	3/8	1/4	3/2	941							
82	82	495/2	495/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	942							
82	82	489/2	489/2	1.5	0	0	Chord	9/8	2	2	3/8	1/4	3/2	943							
82	82	246	246	1.5	3/8	3/8	Chord	9/8	2	2	3/8	1/4	3/2	944							
82	82	495/2	495/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8	1/4	3/2	945							
83	83	249	249	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	946				208			
83	83	499/2	499/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8	1/8	1	947				208			
83	83	250	250	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	948				208			
83	83	501/2	501/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8	1/4	3/2	949							
83	83	252	252	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	950				209			
83	83	505/2	505/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8	1/8	1	951				209			
83	83	253	253	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	952							
83	83	249	249	1.5	0	0	Chord	9/8	1	2	3/8	1/4	3/2	953							
83	83	501/2	501/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8	1/4	3/2	954							
83	83	252	252	0.5	3/4	3/4	Chord	9/8	1	2	1/8	1/8	1	955							
83	83	249	249	1.5	0	0	Chord	9/8	2	1	3/8	1/4	3/2	956							
83	83	501/2	501/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	957				210			
83	83	251	251	0.5	1/2	1/2	Chord	9/8	2	1	1/8	1/8	1	958				210			
83	83	503/2	503/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	959				210			
83	83	252	252	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	960							
83	83	249	249	1.5	0	0	Chord	9/8	2	2	3/8	1/4	3/2	961							
83	83	501/2	501/2	1.5	3/8	3/8	Chord	9/8	2	2	3/8	1/4	3/2	962							
83	83	252	252	0.5	3/4	3/4	Chord	9/8	2	2	1/8	1/8	1	963							
84	84	507/2	507/2	1.0	0	0	Chord	9/8	1	1	1/4	1/4	1	964				211			
84	84	509/2	509/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	965							
84	84	255	255	3.0	3/8	3/8	Chord	9/8	1	1	3/4	1/2	3/2	966							
84	84	255	255	1.5	3/8	3/8	Chord	9/8	2	1	3/8	1/4	3/2	967				212			
84	84	513/2	513/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	968							
85	85	258	258	0.0	0	0	Dynamic	9/8	1	1	0				pp						
85	85	258	258	1.0	0	0	Chord	9/8	1	1	1/4	1/4	1	969				213			
85	85	259	259	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	970							
85	85	519/2	519/2	3.0	3/8	3/8	Chord	9/8	1	1	3/4	1/2	3/2	971							
85	85	519/2	519/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8	1/4	3/2	972				214			
85	85	261	261	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	973							
86	86	525/2	525/2	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	974				215			
86	86	263	263	0.5	1/8	1/8	Chord	9/8	1	1	1/8	1/8	1	975				215			
86	86	527/2	527/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	976							
86	86	264	264	1.5	3/8	3/8	Chord	9/8	1	1	3/8	1/4	3/2	977				216			
86	86	531/2	531/2	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	978				216			
86	86	533/2	533/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	979							
86	86	264	264	3.0	3/8	3/8	Chord	9/8	1	2	3/4	1/2	3/2	980							
86	86	264	264	3.0	3/8	3/8	Chord	9/8	2	1	3/4	1/2	3/2	981				217			
86	86	531/2	531/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8	1/4	3/2	982							
87	87	267	267	3.0	0	0	Chord	9/8	1	1	3/4	1/2	3/2	983							
87	87	270	270	1.5	3/4	3/4	Chord	9/8	1	1	3/8	1/4	3/2	984							
87	87	267	267	3.0	0	0	Chord	9/8	1	2	3/4	1/2	3/2	985							
87	87	270	270	1.5	3/4	3/4	Chord	9/8	1	2	3/8	1/4	3/2	986							
87	87	267	267	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	987							
87	87	270	270	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	988							
87	87	267	267	1.5	0	0	Chord	9/8	2	2	3/8	1/4	3/2	989							
87	87	537/2	537/2	1.5	3/8	3/8	Chord	9/8	2	2	3/8	1/4	3/2	990							
87	87	270	270	1.5	3/4	3/4	Chord	9/8	2	2	3/8	1/4	3/2	991							
88	88	543/2	543/2	3.0	0	0	Chord	9/8	1	1	3/4	1/2	3/2	992							
88	88	543/2	543/2	3.0	0	0	Chord	9/8	1	2	3/4	1/2	3/2	993							
88	88	543/2	543/2	0.0	0	0	Dynamic	9/8	2	1	0				ppp						
88	88	543/2	543/2	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	994							
88	88	543/2	543/2	3.0	0	0	Chord	9/8	2	2	3/4	1/2	3/2	995							
