mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
36	36	287/2	287/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	519				100		
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	520						
36	36	143	143	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	521						
36	36	140	140	0.0	0	0	Dynamic	4/4	2	1	0					p					
36	36	140	140	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	522		articStaccatoAbove				
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	523		articStaccatoAbove				
36	36	141	141	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	524		articStaccatoAbove				
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	525		articStaccatoAbove				
36	36	142	142	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	526		articStaccatoAbove				
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	527		articStaccatoAbove				
36	36	143	143	0.0	3/4	3/4	Dynamic	4/4	2	1	0					sf					
36	36	143	143	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	528						
37	37	144	144	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	529		articAccentBelow		101		
37	37	577/4	577/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	530				101		
37	37	289/2	289/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	531				101		
37	37	579/4	579/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	532						
37	37	146	146	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	533		articAccentBelow		102		
37	37	585/4	585/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	534				102		
37	37	293/2	293/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	535				102		
37	37	587/4	587/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	536						
37	37	145	145	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	537		articAccentAbove		103		
37	37	581/4	581/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	538				103		
37	37	291/2	291/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	539				103		
37	37	583/4	583/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	540						
37	37	147	147	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	541		articAccentBelow		104		
37	37	589/4	589/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	542				104		
37	37	295/2	295/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	543				104		
37	37	591/4	591/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	544						
38	38	148	148	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	545						
38	38	149	149	0.0	1/4	1/4	Spanner	4/4	1	1	0										4
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	546						4
38	38	150	150	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	547				105		4
38	38	603/4	603/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	548				105		4
38	38	1207/8	1207/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	549				105		4
38	38	151	151	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	550						4
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	551						4
38	38	148	148	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	552						4
38	38	150	150	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	553						4
38	38	151	151	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	554						4
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	555						4
38	38	148	148	0.0	0	0	Dynamic	4/4	2	1	0					mf					
38	38	148	148	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	556						
38	38	150	150	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	557						
38	38	151	151	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	558						
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	559						
39	39	152	152	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	560						4
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	561						4
39	39	153	153	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	562						4
39	39	155	155	0.0	3/4	3/4	Dynamic	4/4	1	1	0					sf					
39	39	155	155	0.0	3/4	3/4	Spanner	4/4	1	1	0										
39	39	155	155	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	563				106		
39	39	621/4	621/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	564				106		
39	39	311/2	311/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	565				106		
39	39	623/4	623/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	566						
39	39	152	152	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	567						
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	568						
39	39	153	153	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	569						
39	39	155	155	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	570						
39	39	152	152	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	571						
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	572						
39	39	153	153	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	573						
39	39	155	155	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	574						
40	40	156	156	0.0	0	0	Dynamic	4/4	1	1	0					p					
40	40	156	156	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	575		articStaccatoAbove				
40	40	313/2	313/2	0.0	1/8	1/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	576						
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	577		articStaccatoAbove				
40	40	157	157	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	578		articStaccatoAbove				
40	40	315/2	315/2	0.0	3/8	3/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	579						
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	580		articStaccatoAbove				
40	40	158	158	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	581		articStaccatoAbove				
40	40	317/2	317/2	0.0	5/8	5/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	582						
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	583		articStaccatoAbove				
40	40	159	159	0.0	3/4	3/4	Dynamic	4/4	1	1	0					sf					
40	40	159	159	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	584				107		
40	40	637/4	637/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	585				107		
40	40	319/2	319/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	586				107		
40	40	639/4	639/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	587						
40	40	159	159	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	588						
40	40	156	156	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	589		articStaccatoAbove				
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	590		articStaccatoAbove				
40	40	157	157	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	591		articStaccatoAbove				
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	592		articStaccatoAbove				
40	40	158	158	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	593		articStaccatoAbove				
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	594		articStaccatoAbove				
40	40	159	159	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	595						
41	41	160	160	0.0	0	0	Dynamic	4/4	1	1	0					p					
41	41	160	160	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	596		articStaccatoAbove				
41	41	321/2	321/2	0.0	1/8	1/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	597						
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	598		articStaccatoAbove				
41	41	161	161	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	599		articStaccatoAbove				
41	41	323/2	323/2	0.0	3/8	3/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	600						
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	601		articStaccatoAbove				
41	41	162	162	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	602		articStaccatoAbove				
41	41	325/2	325/2	0.0	5/8	5/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	603						
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	604		articStaccatoAbove				
41	41	163	163	0.0	3/4	3/4	Dynamic	4/4	1	1	0					sf					
41	41	163	163	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	605				108		
41	41	653/4	653/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	606				108		
41	41	327/2	327/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	607				108		
41	41	655/4	655/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	608						
41	41	163	163	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	609						
41	41	160	160	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	610		articStaccatoAbove				
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	611		articStaccatoAbove				
41	41	161	161	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	612		articStaccatoAbove				
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	613		articStaccatoAbove				
41	41	162	162	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	614		articStaccatoAbove				
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	615		articStaccatoAbove				
41	41	163	163	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	616						
42	42	164	164	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	617						
42	42	165	165	0.0	1/4	1/4	Spanner	4/4	1	1	0										5
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	618						5
42	42	166	166	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	619				109		5
42	42	667/4	667/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	620				109		5
42	42	1335/8	1335/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	621				109		5
42	42	167	167	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	622						5
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	623						5
42	42	164	164	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	624						5
42	42	166	166	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	625						5
42	42	167	167	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	626						5
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	627						5
42	42	164	164	0.0	0	0	Dynamic	4/4	2	1	0					mf					
42	42	164	164	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	628						
42	42	166	166	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	629						
42	42	167	167	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	630						
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	631						
43	43	168	168	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	632						5
43	43	337/2	337/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	633						5
43	43	169	169	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	634						5
43	43	171	171	0.0	3/4	3/4	Spanner	4/4	1	1	0										
43	43	171	171	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	635				110		
43	43	685/4	685/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	636				110		
43	43	343/2	343/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	637				110		
43	43	687/4	687/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	638						
43	43	168	168	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	639						
43	43	337/2	337/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	640						
43	43	169	169	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	641						
43	43	171	171	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	642						
43	43	168	168	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	643						
43	43	337/2	337/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	644						
43	43	169	169	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	645						
43	43	171	171	0.0	3/4	3/4	Dynamic	4/4	2	1	0					sf					
43	43	171	171	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	646						
44	44	345/2	345/2	0.0	1/8	1/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	647						
44	44	345/2	345/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	648		articStaccatoAbove				
44	44	347/2	347/2	0.0	3/8	3/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	649						
44	44	347/2	347/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	650		articStaccatoAbove				
44	44	349/2	349/2	0.0	5/8	5/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	651						
44	44	349/2	349/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	652		articStaccatoAbove				
44	44	175	175	0.0	3/4	3/4	Dynamic	4/4	1	1	0					sf					
44	44	175	175	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	653				111		
44	44	701/4	701/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	654				111		
44	44	351/2	351/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	655				111		
44	44	703/4	703/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	656						
44	44	175	175	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	657						
44	44	172	172	0.0	0	0	Dynamic	4/4	2	1	0					p					
44	44	172	172	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	658		articStaccatoAbove				
44	44	345/2	345/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	659		articStaccatoAbove				
44	44	173	173	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	660		articStaccatoAbove				
44	44	347/2	347/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	661		articStaccatoAbove				
44	44	174	174	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	662		articStaccatoAbove				
44	44	349/2	349/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	663		articStaccatoAbove				
44	44	175	175	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	664						
45	45	353/2	353/2	0.0	1/8	1/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	665						
45	45	353/2	353/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	666		articStaccatoAbove				
45	45	355/2	355/2	0.0	3/8	3/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	667						
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	668		articStaccatoAbove				
45	45	357/2	357/2	0.0	5/8	5/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	669						
45	45	357/2	357/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	670		articStaccatoAbove				
45	45	179	179	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	671				112		
45	45	717/4	717/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	672				112		
45	45	359/2	359/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	673				112		
45	45	719/4	719/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	674						
45	45	179	179	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	675						
45	45	176	176	0.0	0	0	Dynamic	4/4	2	1	0					p					
45	45	176	176	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	676		articStaccatoAbove				
45	45	353/2	353/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	677		articStaccatoAbove				
45	45	177	177	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	678		articStaccatoAbove				
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	679		articStaccatoAbove				
45	45	178	178	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	680		articStaccatoAbove				
45	45	357/2	357/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	681		articStaccatoAbove				
45	45	179	179	0.0	3/4	3/4	Dynamic	4/4	2	1	0					sf					
45	45	179	179	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	682						
46	46	361/2	361/2	0.0	1/8	1/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	683						
46	46	361/2	361/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	684		articStaccatoAbove				
46	46	363/2	363/2	0.0	3/8	3/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	685						
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	686		articStaccatoAbove				
46	46	365/2	365/2	0.0	5/8	5/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	687						
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	688		articStaccatoAbove				
46	46	367/2	367/2	0.0	7/8	7/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	689						
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	690		articStaccatoAbove				
46	46	180	180	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	691		articStaccatoAbove				
46	46	361/2	361/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	692		articStaccatoAbove				
46	46	181	181	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	693		articStaccatoAbove				
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	694		articStaccatoAbove				
46	46	182	182	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	695		articStaccatoAbove				
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	696		articStaccatoAbove				
46	46	183	183	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	697		articStaccatoAbove				
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	698		articStaccatoAbove				
47	47	369/2	369/2	0.0	1/8	1/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	699						
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	700		articStaccatoAbove				
47	47	371/2	371/2	0.0	3/8	3/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	701						
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	702		articStaccatoAbove				
47	47	373/2	373/2	0.0	5/8	5/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	703						
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	704		articStaccatoAbove				
47	47	375/2	375/2	0.0	7/8	7/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	705						
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	706		articStaccatoAbove				
47	47	184	184	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	707		articStaccatoBelow				
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	708		articStaccatoBelow				
47	47	185	185	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	709		articStaccatoBelow				
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	710		articStaccatoBelow				
47	47	186	186	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	711		articStaccatoBelow				
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	712		articStaccatoBelow				
47	47	187	187	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	713		articStaccatoBelow				
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	714		articStaccatoBelow				
48	48	188	188	0.0	0	0	Spanner	4/4	1	1	0										6
48	48	753/4	753/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	715		articStaccatoAbove				6
48	48	377/2	377/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	716		articStaccatoAbove				6
48	48	755/4	755/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	717		articStaccatoAbove				6
48	48	189	189	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	718		articStaccatoAbove				6
48	48	757/4	757/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	719		articStaccatoAbove				6
48	48	379/2	379/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	720		articStaccatoAbove				6
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	721		articStaccatoAbove				6
48	48	761/4	761/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	722		articStaccatoAbove				6
48	48	381/2	381/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	723		articStaccatoAbove				6
48	48	763/4	763/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	724		articStaccatoAbove				6
48	48	191	191	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	725		articStaccatoAbove				6
48	48	765/4	765/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	726		articStaccatoAbove				6
48	48	383/2	383/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	727		articStaccatoAbove				6
48	48	767/4	767/4	0.0	15/16	15/16	Spanner	4/4	1	1	0										
48	48	767/4	767/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	728		articStaccatoAbove				
48	48	188	188	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	729		articStaccatoBelow				
48	48	190	190	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	730		articStaccatoBelow				
49	49	769/4	769/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	731		articStaccatoAbove				
49	49	385/2	385/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	732		articStaccatoAbove				
49	49	771/4	771/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	733		articStaccatoAbove				
49	49	193	193	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	734		articStaccatoAbove				
49	49	773/4	773/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	735		articStaccatoAbove				
49	49	387/2	387/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	736		articStaccatoAbove				
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	737		articStaccatoAbove				
49	49	194	194	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	738		articStaccatoAbove				
49	49	777/4	777/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	739		articStaccatoAbove				
49	49	389/2	389/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	740		articStaccatoAbove				
49	49	779/4	779/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	741		articStaccatoAbove				
49	49	195	195	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	742		articStaccatoAbove				
49	49	781/4	781/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	743		articStaccatoAbove				
49	49	391/2	391/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	744		articStaccatoAbove				
49	49	783/4	783/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	745		articStaccatoAbove				
49	49	192	192	0.0	0	0	Dynamic	4/4	2	1	0					f					
49	49	192	192	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	746		articStaccatoBelow				
49	49	385/2	385/2	0.0	1/8	1/8	StaffText	4/4	2	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>dim. poco a poco"			
50	50	196	196	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	747		articStaccatoAbove				
50	50	785/4	785/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	748		articStaccatoAbove				
50	50	393/2	393/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	749		articStaccatoAbove				
50	50	787/4	787/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	750		articStaccatoAbove				
50	50	197	197	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	751		articStaccatoAbove				
50	50	789/4	789/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	752		articStaccatoAbove				
50	50	395/2	395/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	753		articStaccatoAbove				
50	50	791/4	791/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	754		articStaccatoAbove				
50	50	198	198	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	755		articStaccatoAbove				
50	50	793/4	793/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	756		articStaccatoAbove				
50	50	397/2	397/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	757		articStaccatoAbove				
50	50	795/4	795/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	758		articStaccatoAbove				
50	50	199	199	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	759		articStaccatoAbove				
50	50	797/4	797/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	760		articStaccatoAbove				
50	50	399/2	399/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	761		articStaccatoAbove				
50	50	799/4	799/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	762		articStaccatoAbove				
51	51	200	200	0.0	0	0	Dynamic	4/4	1	1	0					p					
51	51	200	200	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	763		articStaccatoAbove				
