mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
6	6	11	11	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	63									18		
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	64											
6	6	10	10	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	65											
6	6	11	11	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	66											
7	7	12	12	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	67		articStaccatoAbove									
7	7	49/4	49/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	68		articStaccatoAbove									
7	7	25/2	25/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	69		articStaccatoAbove									
7	7	51/4	51/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	70		articStaccatoAbove									
7	7	13	13	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	71		articStaccatoAbove									
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	72		articStaccatoAbove									
7	7	12	12	0.0	0	0	Spanner	2/4	2	1	0														0
7	7	12	12	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	73		articAccentBelow									0
8	8	14	14	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	74		articStaccatoAbove									
8	8	57/4	57/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	75		articStaccatoAbove									
8	8	29/2	29/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	76		articStaccatoAbove									
8	8	59/4	59/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	77		articStaccatoAbove									
8	8	15	15	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	78		articAccentAbove									
8	8	14	14	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	79		articStaccatoBelow									0
8	8	29/2	29/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	80		articStaccatoBelow									0
8	8	59/4	59/4	0.0	3/16	3/16	Spanner	2/4	2	1	0														
8	8	59/4	59/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	81		articStaccatoBelow									
8	8	15	15	0.0	1/4	1/4	Dynamic	2/4	2	1	0				ff										
8	8	15	15	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	82		articAccentBelow									
9	9	65/4	65/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	83											
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	84											
9	9	17	17	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	85		articAccentAbove							19		
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	86											
9	9	17	17	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	87		articAccentBelow									
9	9	16	16	0.0	0	0	Dynamic	2/4	2	1	0				p										
9	9	16	16	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	88									20		
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	89											
9	9	17	17	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	90		articAccentAbove							21		
9	9	16	16	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	91											
9	9	17	17	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	92											
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	93											
10	10	73/4	73/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	94											
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	95											
10	10	19	19	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	96		articAccentAbove							22		
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	97		articStaccatoAbove									
10	10	19	19	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	98		articAccentBelow									
10	10	18	18	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	99									23		
10	10	37/2	37/2	0.0	1/8	1/8	StaffText	2/4	2	1	0						"<font size=""12""/><i>poco a poco cresc.</i>"								
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	100											
10	10	19	19	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	101		articAccentAbove							24		
10	10	18	18	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	102											
10	10	19	19	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	103											
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	104											
11	11	20	20	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	105									25		
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	106											
11	11	21	21	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	107									26		
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	108											
11	11	20	20	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	109											
11	11	21	21	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	110											
11	11	20	20	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	111									27		
11	11	21	21	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	112									28		
11	11	20	20	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	113											
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	114											
11	11	21	21	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	115											
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	116											
12	12	22	22	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	117									29		
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	118											
12	12	23	23	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	119									30		
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	120											
12	12	22	22	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	121											
12	12	23	23	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	122											
12	12	22	22	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	123									31		
12	12	23	23	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	124									32		
12	12	22	22	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	125											
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	126											
12	12	23	23	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	127											
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	128											
13	13	97/4	97/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	129											
13	13	99/4	99/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	130											
13	13	25	25	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	131		articAccentAbove							33		
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	132											
13	13	25	25	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	133		articAccentBelow									
13	13	24	24	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	134									34		
13	13	49/2	49/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	135											
13	13	25	25	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	136		articAccentAbove							35		
13	13	24	24	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	137											
13	13	25	25	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	138											
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	139											
14	14	105/4	105/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	140											
14	14	107/4	107/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	141											
14	14	27	27	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	142		articAccentAbove							36		
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	143											
14	14	27	27	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	144		articAccentBelow									
14	14	26	26	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	145									37		
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	146											
14	14	27	27	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	147		articAccentAbove							38		
14	14	26	26	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	148											
14	14	27	27	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	149											
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	150											
15	15	28	28	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	151									39		
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	152											
15	15	29	29	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	153									40		
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	154											
15	15	28	28	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	155											
15	15	29	29	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	156											
15	15	28	28	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	157									41		
15	15	29	29	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	158									42		
15	15	28	28	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	159											
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	160											
15	15	29	29	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	161											
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	162											
16	16	30	30	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	163									43		
16	16	61/2	61/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	164											
16	16	31	31	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	165									44		
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	166											
16	16	30	30	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	167											
16	16	31	31	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	168											
16	16	30	30	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	169									45		
16	16	31	31	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	170									46		
16	16	30	30	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	171											
16	16	61/2	61/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	172											
16	16	31	31	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	173											
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	174											
17	17	32	32	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	175									47		
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	176											
17	17	33	33	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	177									48		
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	178											
17	17	32	32	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	179											
17	17	33	33	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	180											
17	17	32	32	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	181									49		
17	17	33	33	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	182									50		
17	17	32	32	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	183											
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	184											
17	17	33	33	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	185											
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	186											
18	18	34	34	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	187									51		
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	188											
18	18	35	35	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	189									52		
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	190											
18	18	34	34	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	191											
18	18	35	35	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	192											
18	18	34	34	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	193									53		
18	18	35	35	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	194									54		
18	18	34	34	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	195											
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	196											
18	18	35	35	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	197											
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	198											
19	19	36	36	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	199									55		
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	200											
19	19	37	37	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	201									56		
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	202											
19	19	36	36	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	203											
19	19	37	37	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	204											
19	19	36	36	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	205									57		
19	19	37	37	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	206									58		
19	19	36	36	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	207											
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	208											
19	19	37	37	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	209											
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	210											
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	211									59		
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	212											
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	213									60		
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	214											
20	20	38	38	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	215											
20	20	39	39	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	216											
20	20	38	38	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	217									61		
20	20	39	39	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	218									62		
20	20	38	38	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	219											
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	220											
20	20	39	39	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	221											
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	222											
21	21	40	40	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	223									63		
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	224											
21	21	41	41	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	225									64		
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	226											
21	21	40	40	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	227											
21	21	41	41	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	228											
21	21	40	40	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	229									65		
21	21	41	41	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	230									66		
21	21	40	40	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	231											
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	232											
21	21	41	41	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	233											
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	234											
22	22	42	42	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	235									67		
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	236											
22	22	43	43	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	237									68		
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	238											
22	22	42	42	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	239											
22	22	43	43	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	240											
22	22	42	42	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	241									69		
22	22	43	43	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	242									70		
22	22	42	42	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	243											
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	244											
22	22	43	43	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	245											
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	246											
23	23	44	44	0.0	0	0	Dynamic	2/4	1	1	0				ff										
23	23	44	44	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	247		articStaccatoAbove									
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	248		articStaccatoAbove									
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	249		articStaccatoAbove									
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	250		articStaccatoAbove									
23	23	45	45	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	251		articStaccatoAbove									
23	23	44	44	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	252		articStaccatoAbove									
23	23	45	45	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	253		articStaccatoAbove									
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	254		articStaccatoAbove									
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	255		articStaccatoAbove									
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	256		articStaccatoAbove									
24	24	46	46	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	257		articStaccatoBelow									
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	258		articStaccatoBelow									
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	259		articStaccatoBelow									
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	260		articStaccatoBelow									
24	24	47	47	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	261		articStaccatoBelow									
24	24	46	46	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	262		articStaccatoBelow									
24	24	47	47	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	263		articStaccatoBelow									
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	264		articStaccatoBelow									
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	265		articStaccatoBelow									
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	266		articStaccatoBelow									
25	25	49	49	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	267											
25	25	48	48	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	268		articStaccatoBelow									
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	269		articStaccatoBelow									
25	25	49	49	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	270									71		
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	271									71		
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	272									71		
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	273											
26	26	50	50	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	274											
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	275		articAccentBelow									
