mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin
27	27	104	104	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	285					
27	27	105	105	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	286					
27	27	316/3	316/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	287					
27	27	317/3	317/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	288					
27	27	106	106	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	289					
27	27	107	107	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	290					
27	27	322/3	322/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	291					
27	27	323/3	323/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	292					
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	293					
27	27	105	105	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	294					
27	27	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	295					
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	296					
28	28	108	108	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	297					
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	298					
28	28	110	110	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	299					
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	300					
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	301					
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	302					
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	303					
28	28	109	109	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	304					
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	305					
28	28	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	306					
29	29	112	112	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	307					
29	29	340/3	340/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	308					
29	29	341/3	341/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	309					
29	29	114	114	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	310					
29	29	115	115	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	311					
29	29	346/3	346/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	312					
29	29	347/3	347/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	313					
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	314					
29	29	113	113	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	315					
29	29	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	316					
29	29	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	317					
30	30	116	116	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	318					
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	319					
30	30	118	118	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	320					
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	321					
30	30	119	119	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	322					
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	323					
30	30	116	116	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	324					
30	30	117	117	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	325					
30	30	118	118	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	326					
30	30	119	119	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	327					
31	31	120	120	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	328					
31	31	121	121	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	329					
31	31	364/3	364/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	330					
31	31	365/3	365/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	331					
31	31	122	122	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	332					
31	31	123	123	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	333					
31	31	370/3	370/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	334					
31	31	371/3	371/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	335					
31	31	120	120	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	336					
31	31	121	121	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	337					
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	338					
31	31	123	123	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	339					
32	32	124	124	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	340					
32	32	125	125	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	341					
32	32	376/3	376/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	342					
32	32	377/3	377/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	343					
32	32	126	126	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	344					
32	32	127	127	0.0	3/4	3/4	Dynamic	4/4	1	1	0				p				
32	32	127	127	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	345		articStaccatoBelow			
32	32	382/3	382/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	346		articStaccatoBelow			
32	32	383/3	383/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	347		articStaccatoBelow			
32	32	124	124	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	348					
32	32	125	125	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	349					
32	32	126	126	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	350					
32	32	127	127	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	351					
33	33	128	128	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	352				2	
33	33	130	130	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	353					
33	33	131	131	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	354		articStaccatoBelow			
33	33	394/3	394/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	355		articStaccatoBelow			
33	33	395/3	395/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	356		articStaccatoBelow			
33	33	129	129	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	357					
33	33	131	131	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	358					
34	34	132	132	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	359				3	
34	34	133	133	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	360				3	
34	34	535/4	535/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	361				3	
34	34	134	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	362					
34	34	135	135	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	363		articStaccatoBelow			
34	34	406/3	406/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	364		articStaccatoBelow			
34	34	407/3	407/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	365		articStaccatoBelow			
34	34	133	133	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	366					
34	34	135	135	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	367					
35	35	137	137	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	368					
35	35	139	139	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	369					
35	35	136	136	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	370				4	
35	35	138	138	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	371					
35	35	139	139	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12	1/8	2/3	372		articStaccatoBelow			
35	35	418/3	418/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12	1/8	2/3	373		articStaccatoBelow			
35	35	419/3	419/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12	1/8	2/3	374		articStaccatoBelow			
35	35	137	137	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	375					
35	35	139	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	376					
36	36	141	141	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	377					
36	36	143	143	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	378		articStaccatoAbove			
36	36	430/3	430/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	379		articStaccatoAbove			
36	36	431/3	431/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	380		articStaccatoAbove			
36	36	140	140	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	381				5	
36	36	141	141	0.75	1/4	1/4	Chord	4/4	1	2	3/16	1/8	3/2	382				5	
36	36	567/4	567/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	383				5	
36	36	142	142	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	384					
36	36	143	143	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	385					
36	36	141	141	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	386					
36	36	143	143	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	387					
37	37	144	144	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	388				6	
37	37	146	146	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	389					
37	37	147	147	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	390		articStaccatoBelow			
37	37	442/3	442/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	391		articStaccatoBelow			
37	37	443/3	443/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	392		articStaccatoBelow			
37	37	145	145	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	393					
37	37	147	147	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	394					
38	38	148	148	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	395				7	
38	38	149	149	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	396				7	
38	38	599/4	599/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	397				7	
38	38	150	150	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	398					
38	38	151	151	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	399		articStaccatoBelow			
38	38	454/3	454/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	400		articStaccatoBelow			
38	38	455/3	455/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	401		articStaccatoBelow			
38	38	149	149	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	402					
38	38	151	151	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	403					
39	39	153	153	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	404					
39	39	155	155	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	405					
39	39	152	152	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	406				8	
39	39	154	154	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	407					
39	39	155	155	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12	1/8	2/3	408		articStaccatoBelow			
39	39	466/3	466/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12	1/8	2/3	409		articStaccatoBelow			
39	39	467/3	467/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12	1/8	2/3	410		articStaccatoBelow			
39	39	153	153	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	411					
39	39	155	155	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	412					
40	40	157	157	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	413					
40	40	159	159	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	414					
40	40	156	156	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	415				9	
40	40	157	157	0.75	1/4	1/4	Chord	4/4	1	2	3/16	1/8	3/2	416				9	
40	40	631/4	631/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	417				9	
40	40	158	158	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	418					
40	40	159	159	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12	1/8	2/3	419		articStaccatoBelow			
40	40	478/3	478/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12	1/8	2/3	420		articStaccatoBelow			
40	40	479/3	479/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12	1/8	2/3	421		articStaccatoBelow			
40	40	157	157	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	422					
40	40	159	159	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	423					
41	41	160	160	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	424				10	
41	41	162	162	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	425					
41	41	163	163	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	426					
41	41	161	161	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	427				11	
41	41	162	162	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	428					
41	41	160	160	0.0	0	0	StaffText	4/4	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>poco cresc."		
41	41	161	161	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	429				12	
41	41	162	162	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	430					
41	41	163	163	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	431		articStaccatoBelow			
41	41	490/3	490/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	432		articStaccatoBelow			
41	41	491/3	491/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	433		articStaccatoBelow			
42	42	164	164	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	434					
42	42	165	165	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	435					
42	42	166	166	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	436					
42	42	167	167	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	437		articStaccatoBelow			
42	42	502/3	502/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	438		articStaccatoBelow			
42	42	503/3	503/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	439		articStaccatoBelow			
42	42	164	164	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	440		articStaccatoBelow			
42	42	493/3	493/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	441		articStaccatoBelow			
42	42	494/3	494/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	442		articStaccatoBelow			
42	42	165	165	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	443		articStaccatoBelow			
42	42	496/3	496/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	444		articStaccatoBelow			
42	42	497/3	497/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	445		articStaccatoBelow			
42	42	166	166	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	446					
42	42	167	167	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	447					
43	43	168	168	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	448				13	
43	43	170	170	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	449					
43	43	171	171	0.0	3/4	3/4	Dynamic	4/4	1	1	0				mf				
43	43	171	171	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	450					
43	43	169	169	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	451				14	
43	43	170	170	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	452					
43	43	169	169	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	453				15	
43	43	170	170	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	454					
43	43	171	171	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	455		articStaccatoBelow			
43	43	514/3	514/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	456		articStaccatoBelow			
43	43	515/3	515/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	457		articStaccatoBelow			
44	44	172	172	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	458					
44	44	173	173	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	459					
44	44	174	174	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	460					
44	44	175	175	0.0	3/4	3/4	Dynamic	4/4	1	1	0				p				
44	44	175	175	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	461		articStaccatoAbove			
44	44	526/3	526/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	462		articStaccatoAbove			
44	44	527/3	527/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	463		articStaccatoAbove			
44	44	172	172	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	464		articStaccatoBelow			
44	44	517/3	517/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	465		articStaccatoBelow			
44	44	518/3	518/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	466		articStaccatoBelow			
44	44	173	173	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	467		articStaccatoBelow			
44	44	520/3	520/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	468		articStaccatoBelow			
44	44	521/3	521/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	469		articStaccatoBelow			
44	44	174	174	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	470					
44	44	175	175	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	471					
45	45	176	176	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	472		articStaccatoAbove			
45	45	529/3	529/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	473		articStaccatoAbove			
45	45	530/3	530/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	474		articStaccatoAbove			
45	45	177	177	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	475		articStaccatoAbove			
45	45	532/3	532/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	476		articStaccatoAbove			
45	45	533/3	533/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	477		articStaccatoAbove			
45	45	178	178	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	478		articStaccatoAbove			
45	45	535/3	535/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	479		articStaccatoAbove			
45	45	536/3	536/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	480		articStaccatoAbove			
45	45	179	179	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	481		articStaccatoAbove			
45	45	538/3	538/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	482		articStaccatoAbove			
45	45	539/3	539/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	483		articStaccatoAbove			
45	45	176	176	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	484					
45	45	177	177	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	485					
45	45	178	178	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	486					
45	45	179	179	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	487					
46	46	180	180	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	488		articStaccatoAbove			
46	46	541/3	541/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	489					
46	46	542/3	542/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	490		articStaccatoAbove			
46	46	181	181	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	491		articStaccatoBelow			
46	46	544/3	544/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	492		articStaccatoBelow			
46	46	545/3	545/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	493		articStaccatoBelow			
46	46	182	182	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	494		articStaccatoAbove			
46	46	547/3	547/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	495		articStaccatoAbove			
46	46	548/3	548/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	496		articStaccatoAbove			
46	46	183	183	0.0	3/4	3/4	Dynamic	4/4	1	1	0				f				
46	46	180	180	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	497					
46	46	181	181	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	498					
46	46	182	182	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	499					
46	46	183	183	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	500					
46	46	550/3	550/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	501					
46	46	551/3	551/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	502					
47	47	553/3	553/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	503				16	
47	47	554/3	554/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	504					
47	47	185	185	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	505				17	
47	47	556/3	556/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	506				17	
47	47	557/3	557/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	507					
47	47	186	186	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	508				18	
47	47	559/3	559/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	509				18	
47	47	560/3	560/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	510					
47	47	184	184	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	511		articAccentAbove			
47	47	185	185	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	512		articAccentAbove			
47	47	186	186	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	513		articAccentAbove			
47	47	187	187	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	514					
47	47	562/3	562/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	515					
47	47	563/3	563/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	516					
48	48	565/3	565/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	517				19	
48	48	566/3	566/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	518					
48	48	189	189	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	519				20	
48	48	568/3	568/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	520				20	
48	48	569/3	569/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	521					
48	48	190	190	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	522				21	
48	48	571/3	571/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	523				21	
48	48	572/3	572/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	524					
48	48	191	191	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	525		articStaccatoAbove			
48	48	574/3	574/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	526		articStaccatoAbove			
48	48	575/3	575/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	527		articStaccatoAbove			
48	48	188	188	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	528		articAccentAbove			
48	48	189	189	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	529		articAccentAbove			
48	48	190	190	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	530		articAccentAbove			
48	48	191	191	0.0	3/4	3/4	Dynamic	4/4	2	1	0				p				
48	48	191	191	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	531					
49	49	192	192	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	532		articStaccatoAbove			
49	49	577/3	577/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	533		articStaccatoAbove			
49	49	578/3	578/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	534		articStaccatoAbove			
49	49	193	193	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	535		articStaccatoAbove			
49	49	580/3	580/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	536		articStaccatoAbove			
49	49	581/3	581/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	537		articStaccatoAbove			
49	49	194	194	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	538		articStaccatoAbove			
49	49	583/3	583/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	539		articStaccatoAbove			
49	49	584/3	584/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	540		articStaccatoAbove			
