mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
56	55	331/2	331/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	531							
56	55	166	166	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	532							
56	55	327/2	327/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	533		articStaccatoAbove					
56	55	164	164	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	534		articStaccatoAbove					
56	55	329/2	329/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	535		articStaccatoAbove					
56	55	165	165	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	536		articStaccatoAbove					
56	55	331/2	331/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	537		articStaccatoAbove					
56	55	166	166	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	538		articStaccatoAbove					
57	56	333/2	333/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	539		articStaccatoBelow					
57	56	167	167	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	540		articStaccatoBelow					
57	56	335/2	335/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	541		articStaccatoBelow					
57	56	168	168	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	542		articStaccatoBelow					
57	56	337/2	337/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	543		articStaccatoBelow					
57	56	169	169	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	544		articStaccatoBelow					
57	56	333/2	333/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	545		articStaccatoAbove					
57	56	167	167	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	546		articStaccatoAbove					
57	56	335/2	335/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	547		articStaccatoAbove					
57	56	168	168	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	548		articStaccatoAbove					
57	56	337/2	337/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	549		articStaccatoAbove					
57	56	169	169	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	550		articStaccatoAbove					
58	57	339/2	339/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	551		articStaccatoBelow					
58	57	170	170	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	552		articStaccatoBelow					
58	57	341/2	341/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	553		articStaccatoBelow					
58	57	171	171	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	554							
58	57	172	172	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	555							
58	57	339/2	339/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	556		articStaccatoBelow					
58	57	170	170	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	557		articStaccatoBelow					
58	57	341/2	341/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	558		articStaccatoBelow					
58	57	171	171	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	559							
58	57	172	172	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	560							
58	57	171	171	1.0	3/8	3/8	Chord	6/8	2	2	1/4	1/4	1	561							
59	58	345/2	345/2	0.0	0	0	Dynamic	6/8	1	1	0				mf						
59	58	345/2	345/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	562							
59	58	349/2	349/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	563		articStaccatoBelow					
59	58	175	175	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	564		articStaccatoBelow					
59	58	345/2	345/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	565							
59	58	173	173	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	566		articStaccatoAbove					
59	58	347/2	347/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	567		articStaccatoAbove					
59	58	174	174	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	568		articAccentAbove					
60	59	351/2	351/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	569							
60	59	355/2	355/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	570		articStaccatoBelow					
60	59	178	178	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	571		articStaccatoBelow					
60	59	351/2	351/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	572							
60	59	176	176	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	573		articStaccatoBelow					
60	59	353/2	353/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	574		articStaccatoBelow					
60	59	177	177	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	575		articAccentBelow		103			
61	60	357/2	357/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	576							
61	60	361/2	361/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	577		articStaccatoBelow					
61	60	181	181	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	578		articStaccatoBelow					
61	60	357/2	357/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	579							
61	60	179	179	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	580		articStaccatoAbove					
61	60	359/2	359/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	581		articStaccatoAbove					
61	60	180	180	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	582		articAccentAbove					
62	61	363/2	363/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	583							
62	61	367/2	367/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	584		articStaccatoBelow					
62	61	184	184	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	585		articStaccatoBelow					
62	61	363/2	363/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	586							
62	61	182	182	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	587		articStaccatoBelow					
62	61	365/2	365/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	588		articStaccatoBelow					
62	61	183	183	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	589		articAccentBelow		104			
63	62	369/2	369/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	590		articStaccatoBelow					
63	62	185	185	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	591		articStaccatoBelow					
63	62	371/2	371/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	592		articStaccatoBelow					
63	62	186	186	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	593		articStaccatoBelow					
63	62	373/2	373/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	594		articStaccatoBelow					
63	62	187	187	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	595		articStaccatoBelow					
63	62	369/2	369/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	596		articStaccatoAbove					
63	62	185	185	0.0	1/8	1/8	StaffText	6/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>cresc."				
63	62	185	185	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	597		articStaccatoAbove					
63	62	371/2	371/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	598		articStaccatoAbove					
63	62	186	186	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	599		articStaccatoAbove					
63	62	373/2	373/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	600		articStaccatoAbove					
63	62	187	187	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	601		articStaccatoAbove					
64	63	375/2	375/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	602		articStaccatoAbove					
64	63	188	188	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	603		articStaccatoAbove					
64	63	377/2	377/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	604		articStaccatoAbove					
64	63	189	189	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	605		articStaccatoAbove					
64	63	379/2	379/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	606		articStaccatoAbove					
64	63	190	190	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	607		articStaccatoAbove					
64	63	375/2	375/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	608		articStaccatoAbove					
64	63	188	188	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	609		articStaccatoAbove					
64	63	377/2	377/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	610		articStaccatoAbove					
64	63	189	189	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	611		articStaccatoAbove					
64	63	379/2	379/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	612		articStaccatoAbove					
64	63	190	190	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	613		articStaccatoAbove					
65	64	381/2	381/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	614		articStaccatoAbove					
65	64	191	191	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	615		articStaccatoAbove					
65	64	383/2	383/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	616		articStaccatoAbove					
65	64	192	192	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	617		articStaccatoAbove					
65	64	385/2	385/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	618		articStaccatoAbove					
65	64	193	193	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	619		articStaccatoAbove					
65	64	381/2	381/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	620		articStaccatoBelow					
65	64	191	191	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	621		articStaccatoBelow					
65	64	383/2	383/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	622		articStaccatoBelow					
65	64	192	192	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	623		articStaccatoAbove					
65	64	385/2	385/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	624		articStaccatoAbove					
65	64	193	193	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	625		articStaccatoAbove					
66	65	387/2	387/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	626		articStaccatoAbove					
66	65	194	194	0.0	1/8	1/8	Spanner	6/8	1	1	0										0
66	65	194	194	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	627		articStaccatoAbove					0
66	65	389/2	389/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	628		articStaccatoAbove					0
66	65	195	195	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	629		articStaccatoAbove					0
66	65	391/2	391/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	630		articStaccatoAbove					0
66	65	196	196	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	631		articStaccatoAbove					0
66	65	387/2	387/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	632		articStaccatoAbove					
66	65	194	194	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	633		articStaccatoAbove					
66	65	389/2	389/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	634		articStaccatoAbove					
66	65	195	195	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	635		articStaccatoAbove					
66	65	391/2	391/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	636		articStaccatoAbove					
66	65	196	196	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	637		articStaccatoAbove					
67	66	393/2	393/2	0.0	0	0	Dynamic	6/8	1	1	0				ff						0
67	66	393/2	393/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	638		articStaccatoAbove					0
67	66	197	197	0.0	1/8	1/8	Spanner	6/8	1	1	0										
67	66	198	198	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	639		articStaccatoAbove					
67	66	393/2	393/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	640		articStaccatoAbove					
67	66	198	198	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	641		articStaccatoBelow					
68	67	399/2	399/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	642		articStaccatoBelow					
68	67	201	201	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	643		articStaccatoBelow					
68	67	399/2	399/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	644		articStaccatoAbove					
68	67	201	201	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	645		articStaccatoBelow					
69	68	405/2	405/2	0.0	0	0	Dynamic	6/8	1	1	0				p						
69	68	405/2	405/2	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""12.2776""/><font face=""Plantin MT Std""/><b>Dolce cantabile</b>"				
69	68	405/2	405/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	646				105			
69	68	204	204	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	647							
69	68	405/2	405/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	648							
69	68	405/2	405/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	649							
69	68	405/2	405/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	650							
70	69	411/2	411/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	651				106			
70	69	413/2	413/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	652							
70	69	207	207	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	653							
70	69	411/2	411/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	654							
70	69	411/2	411/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	655							
70	69	411/2	411/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	656							
71	70	417/2	417/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	657				107			
71	70	210	210	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	658							
71	70	417/2	417/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	659							
71	70	417/2	417/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	660							
71	70	417/2	417/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	661				108			
72	71	423/2	423/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	662				109			
72	71	425/2	425/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	663							
72	71	213	213	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	664							
72	71	423/2	423/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	665							
72	71	423/2	423/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	666							
72	71	423/2	423/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	667							
73	72	429/2	429/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	668				110			
73	72	216	216	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	669							
73	72	429/2	429/2	1.5	0	0	Chord	6/8	1	2	3/8	1/4	3/2	670							
73	72	216	216	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	671							
73	72	429/2	429/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	672				111			
73	72	429/2	429/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	673							
74	73	435/2	435/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	674				112			
74	73	437/2	437/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	675							
74	73	219	219	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	676							
74	73	435/2	435/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	677							
74	73	435/2	435/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	678							
74	73	435/2	435/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	679							
75	74	441/2	441/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	680				113			
75	74	222	222	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	681							
75	74	441/2	441/2	1.5	0	0	Chord	6/8	1	2	3/8	1/4	3/2	682							
75	74	222	222	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	683							
75	74	441/2	441/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	684				114			
75	74	441/2	441/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	685				115			
76	75	447/2	447/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	686				116			
76	75	449/2	449/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	687							
76	75	225	225	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	688							
76	75	447/2	447/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	689							
76	75	447/2	447/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	690							
76	75	447/2	447/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	691							
77	76	453/2	453/2	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	692							
77	76	453/2	453/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>marcato"				
77	76	453/2	453/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	693				117			
77	76	228	228	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	694							
77	76	453/2	453/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	695							
78	77	459/2	459/2	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	696							
78	77	459/2	459/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>poco cresc."				
78	77	459/2	459/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	697				118			
78	77	461/2	461/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	698							
78	77	231	231	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	699							
78	77	459/2	459/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	700							
79	78	465/2	465/2	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	701							
79	78	465/2	465/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	702				119			
79	78	234	234	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	703							
79	78	465/2	465/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	704							
80	79	471/2	471/2	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	705							
80	79	471/2	471/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	706				120			
80	79	473/2	473/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	707							
80	79	237	237	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	708							
80	79	471/2	471/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	709							
81	80	477/2	477/2	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	710							
81	80	477/2	477/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	711				121			
81	80	240	240	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	712							
81	80	477/2	477/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	713							
82	81	483/2	483/2	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	714							
82	81	483/2	483/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	715				122			
82	81	485/2	485/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	716							
82	81	243	243	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	717							
82	81	483/2	483/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	718							
83	82	489/2	489/2	0.0	0	0	Dynamic	6/8	1	1	0				mf						
83	82	489/2	489/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	719							
83	82	246	246	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	720							
83	82	489/2	489/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	721							
83	82	246	246	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	722				123			
83	82	247	247	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	723							
83	82	489/2	489/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	724							
84	83	495/2	495/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	725				124			
84	83	497/2	497/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	726							
84	83	249	249	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	727							
84	83	495/2	495/2	1.5	0	0	Chord	6/8	1	2	3/8	1/4	3/2	728							
84	83	249	249	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	729							
84	83	495/2	495/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	730							
84	83	249	249	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	731							
84	83	495/2	495/2	1.5	0	0	Chord	6/8	2	2	3/8	1/4	3/2	732							
84	83	249	249	1.5	3/8	3/8	Chord	6/8	2	2	3/8	1/4	3/2	733							
85	84	501/2	501/2	0.0	0	0	Dynamic	6/8	1	1	0				p						
85	84	501/2	501/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	734				125			
85	84	252	252	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	735							
85	84	501/2	501/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	736							
85	84	501/2	501/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>espress."				
85	84	501/2	501/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	737							
85	84	501/2	501/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	738				126			
86	85	507/2	507/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	739				127			
86	85	509/2	509/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	740							
86	85	255	255	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	741							
86	85	507/2	507/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	742							
86	85	507/2	507/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	743							
86	85	507/2	507/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	744							
87	86	513/2	513/2	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	745							
87	86	513/2	513/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	746				128			
87	86	258	258	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	747							
87	86	513/2	513/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	748				129			
88	87	519/2	519/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	749							
88	87	261	261	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	750							
88	87	519/2	519/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	751				130			
88	87	521/2	521/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	752							
88	87	261	261	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	753							
88	87	519/2	519/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	754							
89	88	525/2	525/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	755				131			
89	88	264	264	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	756							
89	88	525/2	525/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	757				132			
89	88	525/2	525/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	758							
89	88	525/2	525/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	759				133			
90	89	531/2	531/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	760				134			
90	89	533/2	533/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	761							
90	89	267	267	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	762							
90	89	531/2	531/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	763							
90	89	531/2	531/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	764							
90	89	531/2	531/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	765							
91	90	537/2	537/2	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	766							
91	90	537/2	537/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	767				135			
91	90	270	270	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	768							
91	90	537/2	537/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	769				136			
92	91	543/2	543/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	770							
92	91	273	273	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	771							
92	91	543/2	543/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	772				137			
92	91	545/2	545/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	773							
92	91	273	273	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	774							
92	91	543/2	543/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	775							
93	92	549/2	549/2	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>cresc."				
93	92	549/2	549/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	776				138			
93	92	276	276	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	777							
93	92	549/2	549/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	778				139			
93	92	549/2	549/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	779							
93	92	549/2	549/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	780				140			
94	93	555/2	555/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	781				141			
94	93	557/2	557/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	782							
94	93	279	279	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	783							
94	93	555/2	555/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	784							
94	93	555/2	555/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	785							
94	93	555/2	555/2	3.0	0	0	Chord	6/8	2	2	3/4	1/2	3/2	786							
95	94	561/2	561/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	787				142			
95	94	282	282	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	788							
95	94	561/2	561/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	789				143			
