mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-2	4/4	1	0	2	firstMeasure					2
2	2	-2	4/4	1	0	2						3
3	3	-2	4/4	1	0	2						4
4	4	-2	4/4	1	0	3						5
5	5	-2	4/4	1	0	4						6
6	6	-2	4/4	1	0	4						7
7	7	-2	4/4	1	0	3						8
8	8	-2	4/4	1	0	3						9
9	9	-2	4/4	1	0	3						10
10	10	-2	4/4	1	0	4						11
11	11	-2	4/4	1	0	4						12
12	12	-2	4/4	1	0	3						13
13	13	-2	4/4	1	0	2						14
14	14	-2	4/4	1	0	2						15
15	15	-2	4/4	1	0	2						16
16	16	-2	4/4	1	0	2						17
17	17	-2	4/4	1	0	2						18
18	18	-2	4/4	1	0	2						19
19	19	-2	4/4	1	0	2						20
20	20	-2	4/4	1	0	2						21
21	21	-2	4/4	1	0	3						22
22	22	-2	4/4	1	0	3						23
23	23	-2	4/4	1	0	2						24
24	24	-2	4/4	1	0	3						25
25	25	-2	4/4	1	0	4						26
26	26	-2	4/4	1	0	4						27
27	27	-2	4/4	1	0	3						28
28	28	-2	4/4	1	0	3						29
29	29	-2	4/4	1	0	3						30
30	30	-2	4/4	1	0	4						31
31	31	-2	4/4	1	0	4						32
32	32	1	4/4	1	0	2						33
33	33	1	4/4	1	0	2						34
34	34	1	4/4	1	0	2						35
35	35	1	4/4	1	0	2						36
36	36	1	4/4	1	0	3						37
37	37	1	4/4	1	0	3						38
38	38	1	4/4	1	0	2						39
39	39	1	4/4	1	0	2						40
40	40	1	3/4	3/4	0	4						41
41	41	1	3/4	3/4	0	4						42
42	42	1	3/4	3/4	0	4						43
43	43	1	3/4	3/4	0	3						44
44	44	1	3/4	3/4	0	4						45
45	45	1	3/4	3/4	0	4						46
46	46	1	3/4	3/4	0	4						47
47	47	1	3/4	3/4	0	4						48
48	48	1	3/4	3/4	0	3						49
49	49	1	3/4	3/4	0	3						50
50	50	1	3/4	3/4	0	2						51
51	51	1	3/4	3/4	0	2			double			52
52	52	-2	4/4	1	0	2						53
53	53	-2	4/4	1	0	3						54
54	54	-2	4/4	1	0	3						55
55	55	-2	4/4	1	0	4						56
56	56	-2	4/4	1	0	4						57
57	57	-2	4/4	1	0	4						58
58	58	-2	4/4	1	0	4						59
59	59	-2	4/4	1	0	4						60
60	60	-2	4/4	1	0	4						61
61	61	-2	4/4	1	0	4						62
62	62	-2	4/4	1	0	4						63
63	63	-2	4/4	1	0	3						64
64	64	-2	4/4	1	0	2						65
65	65	-2	4/4	1	0	3						66
66	66	-2	4/4	1	0	3						67
67	67	-2	4/4	1	0	3						68
68	68	-2	4/4	1	0	2						69
69	69	-2	4/4	1	0	3						70
70	70	-2	4/4	1	0	3						71
71	71	-2	4/4	1	0	3						72
72	72	-2	4/4	1	0	4						73
73	73	-2	4/4	1	0	3						74
74	74	-2	4/4	1	0	3						75
75	75	-2	4/4	1	0	4						76
76	76	-2	4/4	1	0	4						77
77	77	-2	4/4	1	0	4						78
78	78	-2	4/4	1	0	4						79
79	79	-2	4/4	1	0	4						80
80	80	-2	4/4	1	0	4						81
81	81	-2	4/4	1	0	4						82
82	82	-2	4/4	1	0	4						83
83	83	-2	4/4	1	0	4						84
84	84	-2	4/4	1	0	4						85
85	85	-2	4/4	1	0	4						86
86	86	-2	4/4	1	0	4						87
87	87	-2	4/4	1	0	3						88
88	88	-2	4/4	1	0	4						89
89	89	-2	4/4	1	0	4						90
90	90	-2	4/4	1	0	4						91
91	91	-2	4/4	1	0	2						92
92	92	-2	4/4	1	0	2						93
93	93	-2	4/4	1	0	2						94
94	94	-2	4/4	1	0	2						95
95	95	-2	4/4	1	0	2						96
96	96	-2	4/4	1	0	2						97
97	97	-2	4/4	1	0	2						98
98	98	-2	4/4	1	0	2						99
99	99	-2	4/4	1	0	2	lastMeasure		end			-1
